"Year","Player","Age","Position","School","Height","Weight","BMI","SpeedScore","FortyDash","Vertical","Bench","BroadJump","ThreeCone","Shuttle"
"2016","Rashawn Scott","24.1","WR","Miami (FL)","73","199","26.25","93.68","4.54","32.5","17","116","",""
"2016","Hunter Sharp","21.87","WR","Utah State","71","198","27.61","87.53","4.58","32.5","12","116","7.12","4.19"
"2016","Tajae Sharpe","21.2","WR","Massachusetts","74","194","24.91","91.77","4.55","33.5","11","114","",""
"2016","Sterling Shepard","23.07","WR","Oklahoma","70","194","27.83","92.36","4.48","41","20","123","7","4.35"
"2016","Wendell Smallwood","22.1","RB","West Virginia","70","208","29.84","104.2","4.47","33.5","14","120","6.83","4.28"
"2016","Nelson Spruce","23.25","WR","Colorado","73","206","27.18","85.15","4.69","35","12","114","7.09","4.2"
"2016","Joel Stave","23.81","QB","Wisconsin","77","236","27.98","88.92","4.8","33.5","","115","7.29","4.33"
"2016","Nate Sudfeld","22.41","QB","Indiana","78","234","27.04","73.69","5.02","29","","105","",""
"2016","Kelvin Taylor","22.44","RB","Florida","70","207","29.7","92.46","4.6","32","15","113","",""
"2016","Michael Thomas","23.01","WR","Ohio State","75","212","26.5","99.87","4.57","35","18","126","6.8","4.13"
"2016","Shadrach Thornton","","RB","North Carolina State","72","217","29.43","85.25","4.75","31","12","116","6.85","4.21"
"2016","Laquon Treadwell","20.73","WR","Mississippi","74","221","28.37","107.34","4.52","33","12","117","",""
"2016","Soma Vainuku","23.78","RB","USC","71","246","34.31","102.56","4.68","32","26","108","",""
"2016","Nick Vannett","23","TE","Ohio State","78","257","29.7","102.22","4.76","30.5","17","111","7.05","4.2"
"2016","Dan Vitale","22.37","RB","Northwestern","73","239","31.53","106.76","4.6","38.5","30","123","7.12","4.12"
"2016","Deandre Washington","23.04","RB","Texas Tech","68","204","31.01","100.39","4.49","34.5","24","116","7.03","4.2"
"2016","Carson Wentz","23.18","QB","North Dakota State","77","237","28.1","91.56","4.77","30.5","","118","6.86","4.15"
"2016","Brandon Wilds","22.62","RB","South Carolina","73","220","29.02","103.57","4.54","36.5","21","118","7.08","4.33"
"2016","Jonathan Williams","22.09","RB","Arkansas","71","220","30.68","101.76","4.56","","16","","",""
"2016","Bryce Williams","23.03","TE","East Carolina","78","257","29.7","88.12","4.94","29.5","19","111","7.19","4.53"
"2016","Duke Williams","","WR","Auburn","74","229","29.4","93.54","4.72","30","14","121","7.43","4.47"
"2016","De'Runnya Wilson","21.48","WR","Mississippi State","77","224","26.56","85.4","4.85","28","","113","",""
"2016","Josh Woodrum","","QB","Liberty","75","231","28.87","87.03","4.8","31","","116","6.74","4.31"
"2017","Rodney Adams","22.47","WR","South Florida","73","189","24.93","97.27","4.44","29.5","8","125","6.98","4.28"
"2017","Quincy Adeboyejo","21.78","WR","Mississippi","75","197","24.62","106.06","4.42","34.5","8","123","6.73","4.14"
"2017","C.J. Beathard","23.3","QB","Iowa","74","219","28.11","","","31","","113","",""
"2017","Kendrick Bourne","","WR","East. Washington","73","203","26.78","84.63","4.68","34","9","125","6.73","4.21"
"2017","Pharaoh Brown","22.84","TE","Oregon","78","255","29.46","","","34","24","","",""
"2017","Noah Brown","21.16","WR","Ohio State","74","222","28.5","","","","19","","7.07","4.33"
"2017","Billy Brown","","TE","Shepherd","75","254","31.74","102.2","4.7","29","23","118","",""
"2017","Jake Butt","21.65","TE","Michigan","77","246","29.17","","","","","","",""
"2017","K.D. Cannon","","WR","Baylor","71","182","25.38","93.6","4.41","37","13","119","",""
"2017","Chris Carson","22.47","RB","Oklahoma State","72","218","29.56","99.09","4.58","37","23","130","",""
"2017","Cethan Carter","21.5","TE","Nebraska","75","241","30.12","98.64","4.68","","19","","",""
"2017","Jehu Chesson","23.19","WR","Michigan","75","204","25.5","104.99","4.47","35.5","10","132","6.7","4.09"
"2017","Corey Clement","22.34","RB","Wisconsin","70","220","31.56","91.72","4.68","28.5","19","115","",""
"2017","Tarik Cohen","21.61","RB","North Carolina A&T","66","179","28.89","93.8","4.42","31.5","11","118","",""
"2017","Stacy Coley","22.82","WR","Miami (FL)","73","195","25.72","99.45","4.45","34","10","122","",""
"2017","James Conner","21.84","RB","Pittsburgh","73","233","30.74","99.67","4.65","29","20","113","",""
"2017","Dalvin Cook","21.57","RB","Florida State","70","210","30.13","103.34","4.49","30.5","22","116","7.27","4.53"
"2017","Darrell Daniels","22.29","TE","Washington","75","247","30.87","113.15","4.55","32","17","116","7.09","4.47"
"2017","Amara Darboh","23.09","WR","Michigan","74","214","27.47","110.64","4.45","36","17","124","",""
"2017","Robert Davis","21.93","WR","Georgia State","75","219","27.37","115.79","4.44","41","19","136","6.82","4.28"
"2017","Justin Davis","21.32","RB","USC","73","208","27.44","","","","21","","",""
"2017","Corey Davis","22.15","WR","West. Michigan","75","209","26.12","","","","","","",""
"2017","Matthew Dayes","22.51","RB","North Carolina State","69","205","30.27","102.7","4.47","28","18","109","",""
"2017","Joshua Dobbs","22.11","QB","Tennessee","75","216","27","93.2","4.64","33","","122","6.75","4.31"
"2017","Malachi Dupre","21.4","WR","LSU","74","196","25.16","95.2","4.52","39.5","11","135","7.19","4.26"
"2017","Travin Dural","23.3","WR","LSU","73","202","26.65","92.62","4.57","30.5","","116","7.29","4.55"
"2017","Evan Engram","22.51","TE","Mississippi","75","234","29.24","120.37","4.42","36","19","125","6.92","4.23"
"2017","Amba Etta-Tawo","23.32","WR","Syracuse","73","208","27.44","102.35","4.49","31","14","126","6.95","4.32"
"2017","Jerod Evans","","QB","Virginia Tech","75","232","28.99","87.41","4.8","26.5","","112","","4.41"
"2017","Gerald Everett","22.7","TE","South Alabama","75","239","29.87","103","4.62","37.5","22","126","6.99","4.33"
"2017","Isaiah Ford","21.07","WR","Virginia Tech","73","194","25.59","85.91","4.61","35.5","14","127","6.94","4.34"
"2017","D'Onta Foreman","20.87","RB","Texas","72","233","31.6","","","","18","","",""
"2017","Leonard Fournette","22.13","RB","LSU","72","240","32.55","116.02","4.51","28.5","","","",""
"2017","Wayne Gallman","22.43","RB","Clemson","72","215","29.16","96.04","4.6","29.5","21","120","7.17","4.28"
"2017","Shelton Gibson","21.96","WR","West Virginia","71","191","26.64","90.6","4.5","32","8","118","6.83","4.2"
"2017","Chris Godwin","21.02","WR","Penn State","73","209","27.57","109.52","4.42","36","19","126","7.01","4"
"2017","Kenny Golladay","23.34","WR","Northern Illinois","76","218","26.53","110.69","4.5","35.5","18","120","7","4.15"
"2017","Chad Hansen","22.13","WR","California","74","202","25.93","97.25","4.53","35","11","119","6.74","4.13"
"2017","Keon Hatcher","22.48","WR","Arkansas","73","212","27.97","91.47","4.64","","16","","",""
"2017","DeAngelo Henderson","","RB","Coastal Carolina","67","208","32.57","103.27","4.48","34","20","120","",""
"2017","Carlos Henderson","22.21","WR","Louisiana Tech","71","199","27.75","97.83","4.46","36","13","131","7.18","4.35"
"2017","Cole Hikutini","22.74","TE","Louisville","76","247","30.06","","","","20","","",""
"2017","Brian Hill","21.32","RB","Wyoming","73","219","28.89","103.1","4.54","34","15","125","7.03","4.32"
"2017","Bucky Hodges","21.58","TE","Virginia Tech","78","257","29.7","120.31","4.57","39","18","134","","4.45"
"2017","Mack Hollins","23.47","WR","North Carolina","76","221","26.9","109.27","4.53","","","","",""
"2017","Elijah Hood","20.87","RB","North Carolina","72","232","31.46","","","","18","","",""
"2017","O.J. Howard","22.3","TE","Alabama","78","251","29","123.88","4.51","30","22","121","6.85","4.16"
"2017","Bug Howard","22.27","WR","North Carolina","76","221","26.9","104.58","4.58","37.5","","119","6.95","4.14"
"2017","Kareem Hunt","21.58","RB","Toledo","70","216","30.99","94.82","4.62","36.5","18","119","",""
"2017","Rushel Shell III","","RB","West Virginia","70","227","32.57","89.94","4.74","32.5","21","","",""
"2017","Zay Jones","21.94","WR","East Carolina","74","201","25.8","103.92","4.45","36.5","15","133","6.79","4.01"
"2017","Aaron Jones","22.26","RB","Texas-El Paso","69","208","30.71","96.21","4.56","37.5","16","127","6.82","4.2"
"2017","Greg Ward Jr.","21.65","WR","Houston","71","186","25.94","","","","10","","",""
"2017","Victor Bolden Jr.","","WR","Oregon State","68","178","27.06","78.06","4.54","32","9","117","6.83","4.22"
"2017","Brad Kaaya","21.51","QB","Miami (FL)","76","214","26.05","","","","","","",""
"2017","Alvin Kamara","21.62","RB","Tennessee","70","214","30.7","98.99","4.56","39.5","15","131","",""
"2017","George Kittle","23.41","TE","Iowa","76","247","30.06","117.73","4.52","35","18","132","",""
"2017","DeShone Kizer","21.17","QB","Notre Dame","76","233","28.36","85.62","4.83","30.5","","107","7.4","4.53"
"2017","Trevor Knight","","QB","Texas A&M","73","219","28.89","103.1","4.54","35.5","","125","7.04","4.14"
"2017","Cooper Kupp","23.73","WR","East. Washington","74","204","26.19","90.78","4.62","31","","116","6.75","4.08"
"2017","Jerome Lane","20.99","WR","Akron","74","226","29.01","102.33","4.6","35","16","125","6.87","4.12"
"2017","Jordan Leggett","22.1","TE","Clemson","77","258","30.59","","","33","18","114","7.12","4.33"
"2017","Mitch Leidner","23.13","QB","Minnesota","75","226","28.24","76.52","4.93","34.5","","123","6.96","4.25"
"2017","Sefo Liufau","22.35","QB","Colorado","75","232","28.99","69.67","5.08","27","","105","7.32","4.45"
"2017","T.J. Logan","22.51","RB","North Carolina","69","196","28.94","107.49","4.37","33.5","17","121","",""
"2017","Keevan Lucas","21.91","WR","Tulsa","69","192","28.35","84.69","4.55","32.5","11","119","7.23","4.43"
"2017","Marlon Mack","21","RB","South Florida","71","213","29.7","103.89","4.5","35.5","15","125","",""
"2017","Patrick Mahomes","21.47","QB","Texas Tech","74","225","28.89","84.77","4.8","30","","114","6.88","4.08"
"2017","Josh Malone","20.96","WR","Tennessee","75","208","26","114.03","4.4","30.5","10","121","7.05","4.19"
"2017","Gabe Marks","","WR","Washington State","71","189","26.36","85.03","4.56","29.5","11","117","7.01","4.2"
"2017","Christian McCaffrey","20.75","RB","Stanford","71","202","28.17","100.29","4.48","37.5","10","121","6.57","4.22"
"2017","Elijah McGuire","22.76","RB","Louisiana","70","214","30.7","101.64","4.53","36","15","120","7.26","4.56"
"2017","Isaiah McKenzie","21.91","WR","Georgia","67","173","27.09","83.2","4.42","36","11","123","6.64","4.15"
"2017","Jeremy McNichols","21.19","RB","Boise State","69","214","31.6","105.31","4.49","35.5","","121","6.93","4.28"
"2017","Drew Morgan","22.26","WR","Arkansas","72","190","25.77","74.25","4.74","30","10","112","6.85","4.12"
"2017","David Njoku","20.65","TE","Miami (FL)","76","246","29.94","105.59","4.64","37.5","21","133","6.97","4.34"
"2017","Speedy Noil","","WR","Texas A&M","71","199","27.75","","","43.5","18","133","",""
"2017","Dare Ogunbowale","22.84","RB","Wisconsin","71","213","29.7","91.12","4.65","35","14","120","6.99","4.34"
"2017","Scott Orndoff","23.22","TE","Pittsburgh","77","253","30","92.93","4.84","27","17","112","7.37","4.45"
"2017","Zach Pascal","22.22","WR","Old Dominion","74","219","28.11","103.59","4.55","36","14","126","7.11","4.29"
"2017","Samaje Perine","21.47","RB","Oklahoma","71","233","32.49","99.67","4.65","33","30","116","7.26","4.37"
"2017","Nathan Peterman","22.84","QB","Pittsburgh","74","226","29.01","83.74","4.82","31","","110","7.14","4.31"
"2017","Hayden Plinke","","TE","Texas-El Paso","76","264","32.13","86.09","4.97","28","18","109","7.55","4.59"
"2017","Donnel Pumphrey","22.25","RB","San Diego State","68","176","26.76","87.38","4.48","33.5","5","117","",""
"2017","James Quick","22.42","WR","Louisville","72","186","25.22","81.94","4.6","31","11","115","7","4.39"
"2017","Michael Rector","","WR","Stanford","72","193","26.17","99.75","4.42","36.5","","129","6.77","4.19"
"2017","Devine Redding","21.08","RB","Indiana","68","205","31.17","79.86","4.76","30.5","16","116","7.18","4.46"
"2017","Josh Reynolds","22.05","WR","Texas A&M","75","194","24.25","95.5","4.52","37","","124","6.83","4.13"
"2017","Michael Roberts","22.83","TE","Toledo","76","270","32.86","96.29","4.86","30","","110","7.05","4.51"
"2017","Jalen Robinette","","WR","Air Force","75","220","27.5","99.23","4.62","31.5","13","120","6.77","4.46"
"2017","Sam Rogers","21.9","RB","Virginia Tech","70","231","33.14","78.21","4.93","32","19","114","7.27","4.34"
"2017","Darreus Rogers","23.51","WR","USC","73","216","28.49","","","26.5","8","112","7.22","4.54"
"2017","John Ross","22.27","WR","Washington","71","188","26.22","115.31","4.22","37","","133","",""
"2017","Fred Ross","21.8","WR","Mississippi State","73","213","28.1","102.97","4.51","35","10","113","6.99","4.28"
"2017","Travis Rudolph","21.47","WR","Florida State","72","189","25.63","79.74","4.65","31.5","12","114","6.93","4.46"
"2017","Cooper Rush","23.29","QB","Central Michigan","75","228","28.49","77.19","4.93","27","","105","7.23","4.47"
"2017","Seth Russell","23.11","QB","Baylor","75","213","26.62","","","","","","",""
"2017","Curtis Samuel","20.57","WR","Ohio State","71","196","27.33","110.49","4.31","37","18","119","7.09","4.33"
"2017","Eric Saubert","22.85","TE","Drake","77","253","30","","","33","22","121","",""
"2017","Artavis Scott","22.4","WR","Clemson","70","193","27.69","81.95","4.61","31","13","116","7.19","4.49"
"2017","Ricky Seals-Jones","21.98","WR","Texas A&M","77","243","28.81","105.95","4.69","28","17","121","7.46","4.33"
"2017","Adam Shaheen","22.37","TE","Ashland","78","278","32.12","107.83","4.79","32.5","24","121","7.09","4.38"
"2017","Jonnu Smith","21.54","TE","Florida International","75","248","30.99","106.88","4.62","38","22","127","","4.18"
"2017","De'Veon Smith","22.33","RB","Michigan","71","223","31.1","","","29","22","108","7.3","4.56"
"2017","JuJu Smith-Schuster","20.28","WR","USC","73","215","28.36","101.22","4.54","32.5","15","120","",""
"2017","Jeremy Sprinkle","22.57","TE","Arkansas","77","252","29.88","104.99","4.69","29","","116","",""
"2017","Jamari Staples","22.49","WR","Louisville","75","195","24.37","96.85","4.51","36","","130","",""
"2017","Freddie Stevenson","21.9","RB","Florida State","72","234","31.73","91.93","4.75","28","24","111","7.65","4.45"
"2017","ArDarius Stewart","23.24","WR","Alabama","71","204","28.45","97.64","4.49","34","","124","",""
"2017","Ryan Switzer","22.34","WR","North Carolina","68","181","27.52","81.51","4.51","32","11","116","6.77","4"
"2017","Trent Taylor","22.85","WR","Louisiana Tech","68","181","27.52","73.38","4.63","33","13","117","6.74","4.01"
"2017","Taywan Taylor","22.01","WR","Western Kentucky","71","203","28.31","96.3","4.5","33.5","13","132","6.57","4.21"
"2017","Noel Thomas","22.47","WR","Connecticut","72","205","27.8","88","4.63","32.5","9","118","",""
"2017","Jahad Thomas","21.33","RB","Temple","70","190","27.26","83.41","4.62","32","11","116","",""
"2017","Mitchell Trubisky","22.55","QB","North Carolina","74","222","28.5","93.35","4.67","27.5","","116","6.87","4.25"
"2017","Deshaun Watson","21.48","QB","Clemson","74","221","28.37","93.73","4.66","32.5","","119","6.95","4.31"
"2017","Davis Webb","22.12","QB","California","77","229","27.15","87","4.79","33","","118","6.92","4.21"
"2017","Dede Westbrook","23.29","WR","Oklahoma","72","178","24.14","","","","","","",""
"2017","Kermit Whitfield","23.41","WR","Florida State","68","185","28.13","88.69","4.44","32.5","8","120","7.17","4.37"
"2017","Stanley Williams","21.43","RB","Kentucky","67","190","29.75","91.85","4.51","36","18","121","6.86","4.18"
"2017","Mike Williams","22.42","WR","Clemson","76","218","26.53","","","32.5","15","121","",""
"2017","Joe Williams","23.5","RB","Utah","71","210","29.29","111.04","4.41","35","14","125","7.19","4.19"
"2017","Jamaal Williams","21.93","RB","BYU","72","212","28.75","95.52","4.59","30","","123","7.25","4.53"
"2017","Jesus Wilson","22.11","WR","Florida State","69","189","27.91","81.91","4.57","","10","119","","4.57"
"2018","Dante Pettis","","WR","Washington","72","186","25.22","","","","","","",""
"2018","Josh Adams","","RB","Notre Dame","74","213","27.34","","","","18","","",""
"2018","Jordan Akins","","TE","Central Florida","75","249","31.12","","","","","","",""
"2018","Austin Allen","","QB","Arkansas","72","210","28.48","78.46","4.81","29.5","","112","7.18","4.48"
"2018","Josh Allen","","QB","Wyoming","77","237","28.1","93.11","4.75","33.5","","119","6.9","4.4"
"2018","Mark Andrews","","TE","Oklahoma","77","256","30.35","108.49","4.67","31","17","113","7.34","4.38"
"2018","Marcell Ateman","","WR","Oklahoma State","76","216","26.29","98.72","4.62","34","13","121","7.07","4.25"
"2018","Kalen Ballage","","RB","Arizona State","73","228","30.08","115.25","4.46","33.5","15","122","6.91","4.35"
"2018","Saquon Barkley","","RB","Penn State","72","233","31.6","124.33","4.4","41","29","","","4.24"
"2018","J.T. Barrett","","QB","Ohio State","73","224","29.55","91.81","4.7","30","","108","7.38","4.44"
"2018","Marcus Baugh","","TE","Ohio State","75","247","30.87","90.6","4.81","33","","117","7.28","4.51"
"2018","Nick Bawden","","RB","San Diego State","74","245","31.45","","","","","","",""
"2018","Kurt Benkert","","QB","Virginia","75","218","27.25","72.62","4.95","31","16","112","7.15","4.33"
"2018","Braxton Berrios","","WR","Miami (FL)","69","184","27.17","","","","11","","",""
"2018","Equanimeous St. brown","","WR","Notre Dame","77","214","25.37","112.07","4.48","","20","","",""
"2018","Deontay Burnett","","WR","USC","72","186","25.22","","","","","","",""
"2018","Deon Cain","","WR","Clemson","74","202","25.93","106.33","4.43","33.5","11","115","6.71","4.37"
"2018","Antonio Callaway","","WR","Florida","71","200","27.89","102.86","4.41","34","","121","",""
"2018","Dylan Cantrell","","WR","Texas Tech","75","226","28.24","104.62","4.59","38.5","18","130","6.56","4.03"
"2018","D.J. Chark","","WR","LSU","75","199","24.87","115.26","4.34","40","16","129","",""
"2018","Nick Chubb","","RB","Georgia","71","227","31.66","108.77","4.52","38.5","29","128","7.09","4.25"
"2018","Simmie Cobbs","","WR","Indiana","75","220","27.5","97.53","4.64","30","11","113","6.7","4.32"
"2018","Lavon Coleman","","RB","Washington","71","215","29.98","91.97","4.65","33","23","120","",""
"2018","Tyler Conklin","","TE","Central Michigan","75","254","31.74","93.94","4.8","38","18","120","7.13","4.23"
"2018","Keke Coutee","","WR","Texas Tech","70","181","25.97","90.13","4.43","34.5","14","113","6.93","4.15"
"2018","Justin Crawford","","RB","West Virginia","71","199","27.75","85.86","4.64","33.5","11","122","",""
"2018","Sam Darnold","","QB","USC","75","221","27.62","79.88","4.85","26.5","","105","6.96","4.4"
"2018","Will Dissly","","TE","Washington","76","262","31.89","92.67","4.87","28","15","111","7.07","4.4"
"2018","Chase Edmonds","","RB","Fordham","69","205","30.27","95.66","4.55","34","19","122","6.79","4.07"
"2018","Donnie Ernsberger","","RB","Western Michigan","75","241","30.12","92.33","4.78","31","15","114","7.09","4.34"
"2018","Danny Etling","","QB","LSU","74","222","28.5","86.49","4.76","30.5","","114","7.09","4.37"
"2018","Luke Falk","","QB","Washington State","76","215","26.17","","","26.5","","103","",""
"2018","Riley Ferguson","","QB","Memphis","75","212","26.5","68.94","4.98","29","","110","6.96","4.4"
"2018","Dimitri Flowers","","RB","Oklahoma","74","248","31.84","91.14","4.83","30.5","17","109","7.45","4.53"
"2018","Quinton Flowers","","QB","South Florida","70","214","30.7","93.14","4.63","","","112","6.81","4.57"
"2018","Robert Foster","","WR","Alabama","74","196","25.16","105.06","4.41","31","","116","6.9","4.2"
"2018","Jarvion Franklin","","RB","West. Michigan","71","239","33.33","104.02","4.63","30","18","109","6.93","4.31"
"2018","Royce Freeman","","RB","Oregon","71","229","31.94","107.81","4.54","34","17","118","6.9","4.16"
"2018","Troy Fumagalli","","TE","Wisconsin","77","247","29.29","","","","14","","",""
"2018","Michael Gallup","","WR","Colorado State","73","205","27.04","99.1","4.51","36","10","122","6.95","4.37"
"2018","Mike Gesicki","","TE","Penn State","77","247","29.29","117.19","4.54","41.5","22","129","6.76","4.1"
"2018","Dallas Goedert","","TE","South Dakota State","77","256","30.35","","","","23","","",""
"2018","Davon Grayson","","WR","East Carolina","73","199","26.25","96.2","4.51","34.5","19","124","",""
"2018","Derrius Guice","","RB","LSU","70","224","32.14","110.23","4.49","31.5","15","","",""
"2018","Daesean Hamilton","","WR","Penn State","73","203","26.78","","","34.5","","118","6.84","4.15"
"2018","Quadree Henderson","","WR","Pittsburgh","68","192","29.19","87.23","4.5","32.5","12","120","6.89","4.28"
"2018","Chris Herndon","","TE","Miami (FL)","76","253","30.79","","","","21","","",""
"2018","Kyle Hicks","","RB","TCU","70","204","29.27","88.78","4.63","36.5","13","122","",""
"2018","Nyheim Hines","","RB","North Carolina State","68","198","30.1","107.6","4.38","35.5","","119","7.18","4.35"
"2018","Hayden Hurst","","TE","South Carolina","76","250","30.43","104.57","4.67","31.5","","120","7.19","4.37"
"2018","Darren Carrington II","","WR","Utah","74","199","25.55","","","36","","120","",""
"2018","Ryan Izzo","","TE","Florida State","77","256","30.35","86.65","4.94","33","18","110","7.15","4.43"
"2018","Justin Jackson","","RB","Northwestern","72","199","26.99","95.35","4.52","38.5","13","122","6.81","4.07"
"2018","Lamar Jackson","","QB","Louisville","74","216","27.73","","","","","","",""
"2018","Richie James","","WR","Middle Tennessee State","70","183","26.25","87.13","4.48","35.5","6","122","6.87","4.16"
"2018","Kerryon Johnson","","RB","Auburn","71","213","29.7","","","40","11","126","7.07","4.29"
"2018","Ronald Jones","","RB","USC","71","205","28.59","87.69","4.65","36.5","","","",""
"2018","John Kelly","","RB","Tennessee","70","216","30.99","","","35","15","120","7.13","4.51"
"2018","Christian Kirk","","WR","Texas A&M","70","201","28.84","96.55","4.47","35.5","20","115","7.09","4.45"
"2018","Chris Lacy","","WR","Oklahoma State","75","205","25.62","101.82","4.51","33.5","11","120","",""
"2018","Ryan Nall","","RB","Oregon State","74","232","29.78","105.45","4.58","33","15","122","6.95","4.16"
"2018","Jordan Lasley","","WR","UCLA","73","203","26.78","99.01","4.5","34.5","8","112","","4.19"
"2018","Kyle Lauletta","","QB","Richmond","75","222","27.75","82.95","4.81","31","","113","6.95","4.07"
"2018","Allen Lazard","","WR","Iowa State","77","227","26.92","111.73","4.55","38","17","122","",""
"2018","Tanner Lee","","QB","Nebraska","76","218","26.53","70.89","4.98","32","","115","7","4.41"
"2018","Chase Litton","","QB","Marshall","77","230","27.27","79.79","4.9","29.5","","106","7.49","4.53"
"2018","Tavares Martin","","WR","Washington State","73","177","23.35","66.69","4.8","31.5","","","",""
"2018","Baker Mayfield","","QB","Oklahoma","73","215","28.36","78.36","4.84","29","","111","7","4.28"
"2018","Ray-ray McCloud","","WR","Clemson","69","190","28.06","85.29","4.53","34.5","13","113","",""
"2018","Sony Michel","","RB","Georgia","71","214","29.84","100.74","4.54","","22","","","4.21"
"2018","Anthony Miller","","WR","Memphis","71","201","28.03","","","","22","","",""
"2018","Steven Mitchell","","WR","USC","70","189","27.12","83.83","4.56","32.5","13","121","6.75","4.4"
"2018","D.J. Moore","","WR","Maryland","72","210","28.48","108.54","4.42","39.5","15","132","6.95","4.07"
"2018","Jmon Moore","","WR","Missouri","75","207","25.87","95","4.6","38","21","120","6.56","4.04"
"2018","Rashaad Penny","","RB","San Diego State","71","220","30.68","111.2","4.46","32.5","13","120","",""
"2018","Kamryn Pettway","","RB","Auburn","72","233","31.6","92.32","4.74","33.5","22","116","",""
"2018","Cam Phillips","","WR","Virginia Tech","72","201","27.26","","","","","","",""
"2018","Byron Pringle","","WR","Kansas State","73","203","26.78","102.61","4.46","33.5","15","120","6.87","4.4"
"2018","Trey Quinn","","WR","SMU","71","203","28.31","92.13","4.55","33.5","17","116","6.91","4.19"
"2018","Demario Richard","","RB","Arizona State","69","218","32.19","89.35","4.7","29.5","12","115","",""
"2018","Calvin Ridley","","WR","Alabama","72","189","25.63","96.8","4.43","31","15","110","6.88","4.41"
"2018","Korey Robertson","","WR","Southern Miss","73","212","27.97","98.06","4.56","34","13","123","",""
"2018","Josh Rosen","","QB","UCLA","76","226","27.51","77.14","4.92","31","","111","7.09","4.28"
"2018","Mason Rudolph","","QB","Oklahoma State","77","235","27.86","81.53","4.9","26","","","",""
"2018","Jaylen Samuels","","TE","North Carolina State","71","225","31.38","98.44","4.54","34.5","18","121","6.93","4.28"
"2018","Bo Scarbrough","","RB","Alabama","73","228","30.08","109.25","4.52","40","14","129","","4.34"
"2018","Dalton Schultz","","TE","Stanford","77","244","28.93","96.61","4.75","32","15","120","7","4.4"
"2018","Jaleel Scott","","WR","New Mexico State","77","218","25.85","106.36","4.56","34.5","16","124","7.2","4.4"
"2018","Nic Shimonek","","QB","Texas Tech","75","220","27.5","77.58","4.88","28.5","","101","7.28","4.32"
"2018","Trequan Smith","","WR","Central Florida","74","203","26.06","101.26","4.49","37.5","12","130","6.97","4.5"
"2018","Durham Smythe","","TE","Notre Dame","77","253","30","95.27","4.81","31","18","110","7.17","4.23"
"2018","Courtland Sutton","","WR","SMU","75","218","27.25","105.44","4.54","35.5","18","124","6.57","4.11"
"2018","Auden Tate","","WR","Florida State","77","228","27.03","100.26","4.68","31","","112","",""
"2018","Ian Thomas","","TE","Indiana","76","259","31.52","102.08","4.74","36","","123","7.15","4.2"
"2018","Jordan Thomas","","TE","Mississippi State","77","265","31.42","105.82","4.74","27","16","111","7.5","4.75"
"2018","Roc Thomas","","RB","Jacksonville State","70","198","28.41","91.59","4.56","35.5","16","125","",""
"2018","Marquez Valdes-Scantling","","WR","South Florida","76","206","25.07","117.61","4.37","30.5","15","124","",""
"2018","Akrum Wadley","","RB","Iowa","70","194","27.83","91.33","4.54","32","12","","",""
"2018","Mark Walton","","RB","Miami (FL)","70","202","28.98","90.23","4.6","31.5","18","118","",""
"2018","Chris Warren","","RB","Texas","74","247","31.71","102.1","4.69","33","25","121","6.98","4.18"
"2018","James Washington","","WR","Oklahoma State","71","213","29.7","97.53","4.54","34.5","14","120","7.11","4.32"
"2018","Jester Weah","","WR","Pittsburgh","74","211","27.09","111.07","4.43","38","15","129","7.24","4.41"
"2018","David Wells","","TE","San Diego State","78","256","29.58","102.68","4.75","33","20","116","7.5","4.59"
"2018","Karaun White","","WR","West Virginia","73","206","27.18","98.71","4.52","33.5","24","118","7.16","4.57"
"2018","Mike White","","QB","Western Kentucky","77","224","26.56","66.74","5.09","27","","96","7.4","4.4"
"2018","Jake Wieneke","","WR","South Dakota State","76","221","26.9","96.75","4.67","34","9","114","7.24","4.37"
"2018","Jordan Wilkins","","RB","Mississippi","73","216","28.49","","","36","16","117","","4.27"
"2018","Darrel Williams","","RB","LSU","72","225","30.51","90.67","4.72","32","22","109","","4.21"
"2018","Cedrick Wilson","","WR","Boise State","74","197","25.29","93.19","4.55","37","9","121","6.89","4.23"
"2018","Jeff Wilson","","RB","North Texas","71","210","29.29","","","","15","","",""
"2018","Javon Wims","","WR","Georgia","75","215","26.87","104.91","4.53","33.5","","113","7",""
"2018","Logan Woodside","","QB","Toledo","73","213","28.1","80.92","4.79","31.5","","103","6.94","4.15"
"2019","Rodney Anderson","22.48","RB","Oklahoma","72","224","30.38","","","","25","","",""
"2019","J.J. Arcega-Whiteside","22.18","WR","Stanford","74","225","28.89","","","","","","",""
"2019","Ryquell Armstead","22.35","RB","Temple","71","220","30.68","112.21","4.45","30","22","114","7.02","4.29"
"2019","Alex Barnes","","RB","Kansas State","72","226","30.65","101.83","4.59","38.5","34","126","6.95","4.1"
"2019","Kendall Blanton","","TE","Missouri","78","262","30.27","89.11","4.95","31","22","113","7.37","4.42"
"2019","Miles Boykin","22.4","WR","Notre Dame","76","220","26.78","120.02","4.42","43.5","12","140","6.77","4.07"
"2019","Tyre Brady","","WR","Marshall","75","211","26.37","","","32","12","117","","4.25"
"2019","Nick Brossette","","RB","LSU","71","209","29.15","84.22","4.72","35.5","15","118","7.38","4.44"
"2019","A.J. Brown","21.68","WR","Mississippi","72","226","30.65","109.69","4.49","36.5","19","120","",""
