"Year","Player","Age","Position","School","Height","Weight","BMI","SpeedScore","FortyDash","Vertical","Bench","BroadJump","ThreeCone","Shuttle"
"2004","Rashaun Woods","23.39","WR","Oklahoma State","74","202","25.93","102.58","4.47","39","","125","6.93","3.97"
"2004","Renaldo Works","","RB","Oklahoma","72","222","30.11","90.99","4.7","30.5","21","115","7.25","4.09"
"2004","Carlos Wright","","WR","Tennessee State","73","203","26.78","86.84","4.65","34","","122","7.12","4.31"
"2004","Jason Wright","21.65","RB","Northwestern","70","210","30.13","87.55","4.68","30","","111","7.35","4.12"
"2004","Kevin Youngblood","23.29","WR","Clemson","76","213","25.92","95.68","4.64","34","","","",""
"2005","Jared Allen","","QB","Florida Atlantic","74","218","27.99","73.81","4.93","27.5","","106","7.29","4.39"
"2005","Derek Anderson","21.73","QB","Oregon State","78","242","27.96","75.61","5.03","29","","103","7.67","4.62"
"2005","J.J. Arrington","22.12","RB","California","69","214","31.6","114.19","4.4","35","18","121","6.81","4.1"
"2005","Billy Bajema","22.35","TE","Oklahoma State","77","261","30.95","104.22","4.74","31.5","16","113","7.05","4.25"
"2005","Marion Barber","21.74","RB","Minnesota","71","221","30.82","108.75","4.49","40","20","127","",""
"2005","Cedric Benson","22.19","RB","Texas","70","222","31.85","97.46","4.62","","","","",""
"2005","Adam Bergen","21.51","TE","Lehigh","76","265","32.25","100.99","4.78","38","25","121","7.11","4.1"
"2005","Brock Berlin","23.67","QB","Miami (FL)","73","221","29.15","81.21","4.83","29","","109","7.49","4.54"
"2005","DeCori Birmingham","","RB","Arkansas","70","210","30.13","97.14","4.56","34.5","14","118","7.13","4.28"
"2005","Mark Bradley","23.1","WR","Oklahoma","73","201","26.52","110.23","4.37","39.5","","128","6.96","3.98"
"2005","Craig Bragg","","WR","UCLA","73","196","25.86","99.07","4.46","36","","","",""
"2005","Nehemiah Broughton","22.34","RB","Citadel","71","250","34.86","112.65","4.59","30","25","108","7.54","4.28"
"2005","Ronnie Brown","23.23","RB","Auburn","72","233","31.6","121","4.43","34","18","117","7.1","4.08"
"2005","Reggie Brown","24.15","WR","Georgia","74","196","25.16","101.33","4.45","41.5","","128","6.99","3.94"
"2005","Jason Campbell","23.18","QB","Auburn","77","230","27.27","93.47","4.71","","","","",""
"2005","Timmy Chang","","QB","Hawaii","73","211","27.84","63.37","5.08","29","","111","7.24","4.2"
"2005","Maurice Clarett","","RB","Ohio State","72","234","31.73","89.65","4.78","34","22","115","",""
"2005","Mark Clayton","22.68","WR","Oklahoma","70","193","27.69","97.86","4.41","36.5","","118","6.95","4.07"
"2005","DeAndra Cobb","23.8","RB","Michigan State","70","196","28.12","96.45","4.49","34","17","118","7.13","4.25"
"2005","Jerome Collins","22.55","TE","Notre Dame","76","267","32.5","107.94","4.71","","21","118","",""
"2005","Jonas Crafts","","TE","Texas-El Paso","75","247","30.87","84.81","4.89","","24","","",""
"2005","Airese Currie","22.3","WR","Clemson","70","186","26.69","87.77","4.49","38","","125","7.05","4.07"
"2005","Tony Curtis","22.07","TE","Portland State","77","269","31.9","91.79","4.93","","21","115","",""
"2005","Josh Davis","","WR","Marshall","72","191","25.9","90.26","4.52","37.5","","118","7.19","4.22"
"2005","Anthony Davis","","RB","Wisconsin","67","200","31.32","97.55","4.5","38","18","121","7.39",""
"2005","Ben Dougherty","","QB","Florida A&M","74","222","28.5","89.46","4.72","33","","108","7.41","4.34"
"2005","Joel Dreessen","22.61","TE","Colorado State","76","260","31.64","104.22","4.72","36","22","113","7.09","4.01"
"2005","Kevin Dudley","23.18","RB","Michigan","72","238","32.28","81.9","4.91","30","19","109","7.25","4.56"
"2005","Braylon Edwards","22.04","WR","Michigan","75","211","26.37","110.56","4.45","","","","",""
"2005","Kevin Everett","23.08","TE","Miami (FL)","77","241","28.58","97.88","4.72","","","","",""
"2005","Ciatrick Fason","22.35","RB","Florida","73","207","27.31","94.09","4.58","","","","",""
"2005","Ryan Fitzpatrick","22.28","QB","Harvard","74","232","29.78","83.17","4.86","30.5","","105","7.09","4.07"
"2005","Charles Frederick","","WR","Washington","71","194","27.05","72.29","4.78","33","","108","7.39","4.25"
"2005","Charlie Frye","23.52","QB","Akron","76","225","27.38","85.48","4.79","33","","113","6.94","4.08"
"2005","Lionel Gates","22.98","RB","Louisville","72","222","30.11","99.16","4.6","36","23","121","7.17","4.1"
"2005","Fred Gibson","","WR","Georgia","76","196","23.86","95.22","4.55","38.5","","126","7.03","4.1"
"2005","Howard Gilmore","","WR","Norfolk State","72","194","26.31","77.76","4.71","36","","113","7.56","4.44"
"2005","Frank Gore","21.81","RB","Miami (FL)","69","217","32.04","98.63","4.58","","","","",""
"2005","Ryan Grant","22.24","RB","Notre Dame","73","215","28.36","111.65","4.43","33.5","17","115","7.08","4.12"
"2005","Justin Green","22.85","RB","Montana","71","251","35","91.48","4.84","31","23","109","7.24","4.21"
"2005","David Greene","","QB","Georgia","75","226","28.24","86.58","4.78","31.5","","115","7","4.1"
"2005","Kelly Griffeth","","TE","Fort Hays State","77","284","33.67","99.3","4.9","28","21","103","7.25","4.27"
"2005","Gino Guidugli","","QB","Cincinnati","76","229","27.87","73.28","5","29","","103","7.41","4.52"
"2005","Josh Haldi","","QB","Northern Illinois","74","215","27.6","92.77","4.64","33","","113","6.89","4.07"
"2005","Reggie Harrell","","WR","TCU","75","214","26.75","99.94","4.58","35","","115","7.42","4.11"
"2005","Kay-Jay Harris","25.95","RB","West Virginia","72","241","32.68","111.48","4.56","38","","122","7.2","4.1"
"2005","Alex Haynes","23.06","RB","Central Florida","70","223","31.99","107.8","4.51","32.5","21","","",""
"2005","Madison Hedgecock","23.53","RB","North Carolina","75","266","33.24","94.58","4.87","32.5","29","108","7.41","4.24"
"2005","Chris Henry","21.81","WR","West Virginia","76","197","23.98","100.03","4.5","","","","",""
"2005","Noah Herron","22.93","RB","Northwestern","71","224","31.24","100.06","4.6","31","17","108","6.95","3.97"
"2005","Efrem Hill","","WR","Samford","72","179","24.27","80.25","4.58","37.5","","124","7.42","4.07"
"2005","Alex Holmes","23.54","TE","USC","74","265","34.02","79.56","5.04","","18","","",""
"2005","Cedric Houston","22.69","RB","Tennessee","71","225","31.38","99.63","4.61","","","","",""
"2005","Ray Hudson","","RB","Alabama","70","192","27.55","93.64","4.5","","15","","",""
"2005","Vincent Jackson","22.14","WR","Northern Colorado","77","241","28.58","128.49","4.46","39","","","",""
"2005","Tony Jackson","","TE","Iowa","74","266","34.15","101.22","4.75","33","23","113","7.5","4.48"
"2005","Brandon Jacobs","22.67","RB","Southern Illinois","76","267","32.5","123.5","4.56","37","19","118","7.53","4.46"
"2005","Matt Jones","21.87","TE","Arkansas","78","242","27.96","135.49","4.37","39.5","","129","",""
"2005","Brandon Jones","22.96","WR","Oklahoma","73","210","27.7","110.04","4.42","37","","114","7.03","4.08"
"2005","Keith Joseph","23.24","RB","Texas A&M","74","254","32.61","105.9","4.68","33","27","113","7.43","4.2"
"2005","Dave Kashetta","","TE","Boston Col.","75","247","30.87","86.21","4.87","35.5","17","113","7.34","4.34"
"2005","Stefan LeFors","","QB","Louisville","72","208","28.21","96.21","4.56","31","","111","7.03","4.09"
"2005","Dustin Long","","QB","SMU","74","208","26.7","87.46","4.67","30.5","","108","6.77","4.08"
"2005","Chase Lyman","","WR","California","75","217","27.12","108.74","4.5","","","","",""
"2005","Tony Madison","","WR","Kansas State","73","213","28.1","102.06","4.52","39","","121","7.13","4.3"
"2005","Tommy Manus","","WR","South Florida","76","222","27.02","107.85","4.55","38","","120","7.2","4.34"
"2005","Rasheed Marshall","23.65","WR","West Virginia","72","185","25.09","88.21","4.51","38","","121","6.81","3.95"
"2005","Jerome Mathis","21.61","WR","Kansas State","71","181","25.24","104.92","4.28","35.5","","123","",""
"2005","Will Matthews","","RB","Texas","73","248","32.72","80.64","4.98","","","","",""
"2005","Leron McCoy","23.12","WR","Indiana (PA)","73","211","27.84","112.59","4.4","37","","120","7.19","4.21"
"2005","T.A. McLendon","","RB","North Carolina State","70","235","33.72","95.5","4.71","35","27","117","7.34","4.19"
"2005","Adrian McPherson","","QB","Florida State","75","218","27.25","88.59","4.71","34.5","22","128","6.93","4.08"
"2005","Heath Miller","22.37","TE","Virginia","77","256","30.35","98.02","4.79","","","","",""
"2005","Ryan Moats","22.22","RB","Louisiana Tech","68","210","31.93","106.15","4.46","36","19","117","7.22","4.1"
"2005","Lance Moore","21.52","WR","Toledo","69","177","26.14","80.16","4.52","","","","",""
"2005","Vernand Morency","25.09","RB","Oklahoma State","70","212","30.42","89.91","4.66","33.5","19","108","7.02","4.12"
"2005","Terrence Murphy","22.22","WR","Texas A&M","73","202","26.65","108.77","4.39","","","","",""
"2005","Craig Ochs","","QB","Montana","74","218","27.99","77.51","4.87","28.5","","104","7.03","4.13"
"2005","Dan Orlovsky","21.55","QB","Connecticut","77","225","26.68","76.18","4.93","29.5","","107","7.33","4.39"
"2005","Kyle Orton","22.31","QB","Purdue","76","233","28.36","71.09","5.06","26.5","","","7.38","4.52"
"2005","Chad Owens","22.93","WR","Hawaii","67","183","28.66","73.73","4.62","37","","116","6.7","3.94"
"2005","Roscoe Parrish","22.64","WR","Miami (FL)","70","168","24.1","88.35","4.37","","","","",""
"2005","Alvin Pearman","22.57","RB","Virginia","69","208","30.71","90.53","4.63","34","24","114","7.06","4.08"
"2005","Tab Perry","23.13","WR","UCLA","74","229","29.4","117.34","4.46","34","","116","7",""
"2005","Bobby Purify","","RB","Colorado","72","210","28.48","88.3","4.67","33.5","15","116","7.22","4.13"
"2005","Bryan Randall","","QB","Virginia Tech","72","225","30.51","91.44","4.71","33","","113","6.97","4.08"
"2005","Jamaica Rector","23.57","WR","Northwest Missouri State","70","186","26.69","89.35","4.47","36.5","","122","6.78","4.13"
"2005","Walter Reyes","","RB","Syracuse","70","209","29.99","100.14","4.52","32","16","109","7.23","4.38"
"2005","Dante' Ridgeway","","WR","Ball State","71","212","29.56","94.54","4.57","33","","117","7.25","4.39"
"2005","Chris Rix","","QB","Florida State","74","214","27.47","87.71","4.7","33.5","","116","7.53","4.53"
"2005","Courtney Roby","22.15","WR","Indiana","72","189","25.63","98.57","4.41","36.5","","126","6.6","3.94"
"2005","Aaron Rodgers","21.26","QB","California","74","223","28.63","90.63","4.71","34.5","","110","7.38",""
"2005","J.R. Russell","","WR","Louisville","75","206","25.75","97.9","4.56","34.5","","","",""
"2005","Steve Savoy","","WR","Utah","71","192","26.78","81.98","4.62","","","","",""
"2005","Bo Scaife","24.16","TE","Texas","75","249","31.12","96.03","4.75","32.5","24","114","7.21","4.12"
"2005","Dan Sheldon","","WR","Northern Illinois","69","179","26.43","87.86","4.43","","","","",""
"2005","Eric Shelton","21.7","RB","Louisville","73","246","32.45","116.83","4.53","38.5","","124","7.44","4.08"
"2005","Alex Smith","20.83","QB","Utah","76","217","26.41","88.19","4.71","32","","113","6.82","3.96"
"2005","Alex Smith","22.79","TE","Stanford","76","258","31.4","90.51","4.88","","28","","",""
"2005","Darren Sproles","21.71","RB","Kansas State","66","187","30.18","93.68","4.47","33","23","105","6.96","3.96"
"2005","Chauncey Stovall","","WR","Florida State","73","221","29.15","97.02","4.62","","","","",""
"2005","Craphonso Thorpe","21.69","WR","Florida State","73","188","24.8","102.16","4.38","","","","",""
"2005","Zach Tuiasosopo","","RB","Washington","74","249","31.97","79.68","5","25.5","19","100","7.57","4.67"
"2005","Andrew Walter","22.82","QB","Arizona State","78","233","26.92","83.53","4.86","","","","",""
"2005","Paris Warren","22.5","WR","Utah","72","219","29.7","87.78","4.71","31.5","","","",""
"2005","Isaac West","","WR","Furman","72","187","25.36","93.23","4.46","37","","124","7.21","4.22"
"2005","Jason White","","QB","Oklahoma","74","223","28.63","77.37","4.9","31","","108","7.28","4.19"
"2005","Manuel White","","RB","UCLA","74","244","31.32","105.28","4.64","","","","",""
"2005","Roddy White","23.34","WR","Ala-Birmingham","73","207","27.31","104.63","4.46","","","","",""
"2005","Cadillac Williams","22.88","RB","Auburn","71","217","30.26","112.69","4.43","35.5","19","118","6.94","4.15"
"2005","Mike Williams","21.17","WR","USC","77","229","27.15","111.73","4.56","36.5","","","",""
"2005","Troy Williamson","21.85","WR","South Carolina","73","203","26.78","116.57","4.32","","","","6.99",""
"2006","Joseph Addai","22.84","RB","LSU","71","214","29.84","114.19","4.4","38.5","18","125","7.09","4.47"
"2006","David Anderson","22.61","WR","Colorado State","70","192","27.55","84.42","4.57","34","","116","6.88","4.2"
"2006","Devin Aromashodu","21.79","WR","Auburn","74","201","25.8","113.81","4.35","39","","120","7.04","4.16"
"2006","Miles Austin","21.68","WR","Monmouth (NJ)","74","215","27.6","109.18","4.47","40.5","21","123","7.09","4.14"
"2006","Jason Avant","22.88","WR","Michigan","72","212","28.75","91.79","4.62","37","20","118","",""
"2006","Brett Basanez","22.82","QB","Northwestern","73","220","29.02","85.71","4.76","34","","114","6.75","4.22"
"2006","Hank Baskett","23.5","WR","New Mexico","75","224","28","112.24","4.5","35","","119","6.79","4.17"
"2006","Mike Bell","22.87","RB","Arizona","72","221","29.97","98.72","4.6","31.5","19","112","7.16","4.21"
"2006","Matt Bernstein","","RB","Wisconsin","72","260","35.26","89.47","4.91","29.5","22","110","7.46","4.5"
"2006","Troy Bienemann","23.04","TE","Washington State","77","256","30.35","97.21","4.8","","","","",""
"2006","Damarius Bilbo","","WR","Georgia Tech","74","214","27.47","88.91","4.7","36.5","19","115","6.9","4.18"
"2006","Jeremy Bloom","","WR","Colorado","69","173","25.54","80.47","4.49","","","","",""
"2006","Jovon Bouknight","","WR","Wyoming","73","195","25.72","79.25","4.71","34","","120","6.93","4.03"
"2006","Reggie Bush","21.01","RB","USC","71","201","28.03","110.23","4.37","","","","",""
"2006","Dominique Byrd","22.08","TE","USC","75","255","31.87","95.1","4.79","","","","",""
"2006","Brian Calhoun","21.83","RB","Wisconsin","69","201","29.68","92.16","4.57","31.5","18","124","7.05","4.2"
"2006","Jason Carter","23.47","WR","Texas A&M","72","211","28.61","92.96","4.6","33","","116","6.89","4.21"
"2006","Kellen Clemens","22.75","QB","Oregon","74","224","28.76","78.35","4.89","","","","",""
"2006","Marques Colston","22.75","WR","Hofstra","77","224","26.56","115.24","4.5","37","16","123","6.94","4.43"
"2006","Brodie Croyle","23.08","QB","Alabama","74","205","26.32","72.29","4.88","30.5","","104","7.34","4.25"
"2006","Jay Cutler","22.85","QB","Vanderbilt","75","226","28.24","87.31","4.77","","23","","7.1","4.26"
"2006","P.J. Daniels","23.21","RB","Georgia Tech","70","214","30.7","92.34","4.64","33","21","116","7.13","4.4"
"2006","Owen Daniels","23.32","TE","Wisconsin","75","253","31.62","106.24","4.65","34.5","23","114","6.87","4.1"
"2006","Vernon Davis","22.1","TE","Maryland","75","254","31.74","135.5","4.38","42","33","128","7","4.17"
"2006","Charles Davis","","TE","Purdue","77","263","31.18","94.25","4.87","31.5","27","108","7.53","4.37"
"2006","Tim Day","","TE","Oregon","75","256","31.99","99.57","4.74","35","24","109","7.03","4.2"
"2006","Chris Denney","","WR","Nebraska-Omaha","75","224","28","98.45","4.65","33","13","110","7.02","4.33"
"2006","Bruce Eugene","","QB","Grambling State","72","260","35.26","75.67","5.12","27.5","","94","7.97","4.76"
"2006","Anthony Fasano","21.88","TE","Notre Dame","76","259","31.52","103.82","4.72","33.5","19","112","6.94","4.34"
"2006","Daniel Fells","22.45","TE","California-Davis","75","259","32.37","84.7","4.95","29.5","19","108","7.27","4.46"
"2006","Quinton Ganther","21.64","RB","Utah","69","218","32.19","106.33","4.5","35","29","119","7.19",""
"2006","Ryan Gilbert","","RB","Houston","70","228","32.71","101.84","4.6","","","","",""
"2006","Bruce Gradkowski","23.11","QB","Toledo","73","217","28.63","97.78","4.59","34","","107","7.12","4.16"
"2006","Skyler Green","21.48","WR","LSU","69","192","28.35","86.19","4.53","34","","118","",""
"2006","Darrell Hackney","","QB","Ala-Birmingham","72","239","32.41","88.56","4.82","33","","110","7.62","4.69"
"2006","Derek Hagan","21.45","WR","Arizona State","74","208","26.7","107.54","4.45","36","","124","","4.07"
"2006","Marques Hagans","23.19","RB","Virginia","69","202","29.83","84.94","4.67","35","","114","7.03","4.38"
"2006","Andre Hall","23.55","RB","South Florida","68","208","31.62","110.99","4.4","33","18","113","7.38",""
"2006","Chris Hannon","","WR","Tennessee","75","205","25.62","104.57","4.48","34.5","","122","",""
"2006","Gilbert Harris","21.72","RB","Arizona","74","235","30.17","93.9","4.73","36","20","117","7","4.38"
"2006","Jerome Harrison","23.02","RB","Washington State","69","201","29.68","100.69","4.47","34.5","19","124","6.77","4.07"
"2006","Mike Hass","23.18","WR","Oregon State","73","208","27.44","93.72","4.59","32","","116","6.97","4.14"
"2006","Taurean Henderson","","RB","Texas Tech","69","204","30.12","89.56","4.62","32.5","","112","7.01","4.4"
"2006","Matt Henshaw","","TE","Florida State","76","248","30.18","98.57","4.73","29","16","111","7.44","4.44"
"2006","Devin Hester","23.34","WR","Miami (FL)","71","190","26.5","97.72","4.41","38","16","124","",""
"2006","Ed Hinkel","","WR","Iowa","72","190","25.77","88.22","4.54","34","","116","6.97","4.1"
"2006","Santonio Holmes","22.01","WR","Ohio State","71","188","26.22","102.13","4.35","","","","",""
"2006","Cedric Humes","","RB","Virginia Tech","73","227","29.95","99.65","4.62","30.5","18","106","7.07","4.22"
"2006","Tarvaris Jackson","22.88","QB","Arkansas","74","226","29.01","93.42","4.69","31.5","22","107","7.4","4.38"
"2006","Chad Jackson","21","WR","Florida","73","213","28.1","122.31","4.32","38.5","","122","6.73","3.97"
"2006","Omar Jacobs","","QB","Bowling Green","76","232","28.24","84.55","4.84","32.5","","108","7.47","4.29"
"2006","Greg Jennings","22.46","WR","West. Michigan","71","197","27.47","100.4","4.42","36.5","","117","6.68","4.16"
"2006","Adam Jennings","23.3","WR","Fresno State","69","181","26.73","88.04","4.44","37.5","","118","6.88","4.12"
"2006","Maurice Jones-Drew","20.95","RB","UCLA","67","207","32.42","111.47","4.39","36","18","116","7.08","4.38"
"2006","Jeff King","23.04","TE","Virginia Tech","77","245","29.05","90.74","4.83","32.5","21","109","6.99","4.09"
"2006","David Kirtman","23.06","RB","USC","71","233","32.49","90.77","4.76","29.5","","106","7.18","4.31"
"2006","Joe Klopfenstein","22.32","TE","Colorado","78","255","29.46","113.3","4.63","36","27","112","7.39","4.21"
"2006","Greg Lee","","WR","Pittsburgh","74","201","25.8","91.81","4.59","35.5","","114","6.8","4.09"
"2006","Matt Leinart","22.82","QB","USC","77","223","26.44","77.37","4.9","","","","",""
"2006","Marcedes Lewis","21.8","TE","UCLA","78","261","30.16","100.39","4.8","37","23","118","7.24","4.82"
"2006","Travis Lulay","","QB","Montana State","74","216","27.73","87.78","4.71","35","","111","6.93","4.07"
"2006","Wali Lundy","22.49","RB","Virginia","71","214","29.84","106.25","4.48","35","18","111","6.99","4.36"
"2006","Laurence Maroney","21.08","RB","Minnesota","72","217","29.43","107.74","4.48","","","","",""
"2006","Brandon Marshall","21.95","WR","Central Florida","76","229","27.87","114.24","4.52","37","","120","",""
"2006","Ingle Martin","23.56","QB","Furman","74","220","28.24","89.41","4.71","36","","111","7.13","4.17"
"2006","Tim Massaquoi","23.66","TE","Michigan","75","259","32.37","91.9","4.85","","32","","",""
"2006","Wendell Mathis","","RB","Fresno State","71","210","29.29","101.52","4.51","33","20","117","6.93","4.22"
"2006","Reggie McNeal","22.46","QB","Texas A&M","74","198","25.42","105.65","4.4","32","","121","6.96","4.25"
"2006","Erik Meyer","","QB","East. Washington","73","210","27.7","88.3","4.67","32.5","","112","6.83","4.12"
"2006","Garrett Mills","22.4","RB","Tulsa","73","241","31.79","103.99","4.64","35.5","23","111","6.81","4.05"
"2006","Anthony Mix","23.13","WR","Auburn","76","235","28.6","121.47","4.48","31.5","","111","",""
"2006","DonTrell Moore","","RB","New Mexico","70","210","30.13","90.61","4.64","32","18","116","7.1","4.32"
"2006","Sinorice Moss","22.19","WR","Miami (FL)","68","185","28.13","93.65","4.38","","","","",""
"2006","Martin Nance","22.78","WR","Miami (OH)","76","213","25.92","103.48","4.55","33.5","","112","6.91","4.08"
"2006","Barrick Nealy","","QB","Texas State","76","226","27.51","103.63","4.57","32.5","","114","6.94","4.26"
"2006","Jerious Norwood","22.61","RB","Mississippi State","72","210","28.48","112.06","4.4","36.5","15","122","6.81","4.25"
"2006","Ben Obomanu","22.35","WR","Auburn","73","205","27.04","104.55","4.45","38","","116","7.17","4.21"
"2006","Drew Olson","","QB","UCLA","74","222","28.5","66.15","5.09","23","","97","","4.42"
"2006","Jonathan Orr","","WR","Wisconsin","74","198","25.42","103.29","4.44","35.5","","119","7.31","4.16"
"2006","Paul Pinegar","","QB","Fresno State","77","232","27.51","68.59","5.1","29","","110","7.36","4.49"
"2006","Jason Pociask","23.07","TE","Wisconsin","75","266","33.24","95.17","4.84","32.5","23","115","7.31","4.3"
"2006","Leonard Pope","22.49","TE","Georgia","80","258","28.34","118.6","4.62","37.5","22","118","7.47","4.67"
"2006","Quinton Porter","","QB","Boston Col.","77","233","27.63","97.98","4.67","33.5","","116","6.76","4.1"
"2006","Willie Reid","23.46","WR","Florida State","70","188","26.97","101.63","4.34","37.5","","117","7.06","4.26"
"2006","Gerald Riggs","","RB","Tennessee","71","232","32.35","101.85","4.62","","","","",""
"2006","Michael Robinson","23.08","WR","Penn State","73","227","29.95","104.09","4.57","","","","",""
"2006","Cory Rodgers","","WR","TCU","72","188","25.49","84.28","4.58","33.5","","110","7.37","4.19"
"2006","Richie Ross","","WR","Nebraska-Kearney","76","209","25.44","96.35","4.61","37","","120","6.95","4.29"
"2006","Derrick Ross","22.19","RB","Tarleton State","70","226","32.42","104.54","4.56","35","20","112","7","4.35"
"2006","Tony Scheffler","23.05","TE","West. Michigan","77","254","30.12","120.51","4.54","33.5","17","115","6.81","4.01"
"2006","D.J. Shockley","","QB","Georgia","73","214","28.23","98.99","4.56","37.5","","121","7.07","4.17"
"2006","Brad Smith","22.23","WR","Missouri","74","213","27.34","109.14","4.46","39.5","","128","7","4.33"
"2006","Kent Smith","","QB","Central Michigan","77","216","25.61","99.04","4.57","35","","122","7.41","4.47"
"2006","Clinton Solomon","","WR","Iowa","75","214","26.75","99.94","4.58","33","","114","7.17","4.46"
"2006","Maurice Stovall","21.04","WR","Notre Dame","76","217","26.41","103.59","4.57","35","","122","6.81","4.14"
"2007","Calvin Johnson","21.43","WR","Georgia Tech","77","239","28.34","140.81","4.35","","","","",""
"2006","Quinn Sypniewski","23.9","TE","Colorado","78","268","30.97","105.7","4.77","32.5","20","114","7.09","4.52"
"2006","Naufahu Tahi","24.35","RB","BYU","72","254","34.44","91.81","4.85","29","35","101","7.72","4.7"
"2006","David Thomas","22.67","TE","Texas","75","252","31.49","104.02","4.67","37.5","19","113","7.05","4.34"
"2006","Marcus Vick","21.96","QB","Virginia Tech","72","200","27.12","100.19","4.47","36","","117","6.94","4.08"
"2006","Lawrence Vickers","22.83","RB","Colorado","72","245","33.22","90.78","4.82","30.5","21","104","7.74","4.63"
"2006","Delanie Walker","21.56","WR","Central Missouri State","73","240","31.66","118.1","4.49","36.5","","118","",""
"2006","Cooper Wallace","23.86","TE","Auburn","76","261","31.77","99.47","4.78","29","21","105","7.29","4.21"
"2006","Leon Washington","23.52","RB","Florida State","68","201","30.56","105.33","4.42","32.5","17","105","6.94","4.37"
"2006","Todd Watkins","22.71","WR","BYU","74","202","25.93","109.26","4.4","36","15","118","7.13","4.24"
"2006","Jeff Webb","24.1","WR","San Diego State","74","211","27.09","114.13","4.4","37","","126","6.81","4.08"
"2006","LenDale White","21.21","RB","USC","72","238","32.28","117.12","4.49","","","","",""
"2006","Terrence Whitehead","","RB","Oregon","70","209","29.99","86.39","4.69","30.5","","108","7.21","4.27"
"2006","Charlie Whitehurst","23.58","QB","Clemson","77","223","26.44","87.61","4.75","33","","112","7","4.11"
"2006","Brandon Williams","22.03","WR","Wisconsin","69","179","26.43","84","4.48","34.5","","115","6.87","4.07"
"2006","DeAngelo Williams","22.87","RB","Memphis","69","214","31.6","109.14","4.45","35.5","25","121","",""
"2006","Demetrius Williams","22.94","WR","Oregon","74","197","25.29","95.69","4.52","38","","127","6.84","4.08"
"2006","T.J. Williams","","TE","North Carolina State","74","269","34.53","104.99","4.72","34","25","111","7.49","4.54"
"2006","Travis Wilson","22.07","WR","Oklahoma","74","214","27.47","108.67","4.47","36.5","","120","6.7","3.99"
"2006","Vince Young","22.8","QB","Texas","77","229","27.15","113.7","4.48","","","","",""
"2007","Michael Allan","","TE","Whitworth","78","255","29.46","105.8","4.71","36","19","123","7.31","4.52"
"2007","Aundrae Allison","20.88","WR","East Carolina","72","198","26.85","105.16","4.39","37","","127","",""
"2007","Deon Anderson","24.11","RB","Connecticut","71","243","33.89","97.09","4.73","33","23","114","7.27","4.43"
"2007","Cory Anderson","","RB","Tennessee","74","247","31.71","101.24","4.7","37","19","115","7.37","4.35"
"2007","Dallas Baker","24.32","WR","Florida","75","208","26","101.49","4.53","36","","129","6.69","4.19"
"2007","Reggie Ball","","WR","Georgia Tech","71","203","28.31","83.02","4.67","30","15","112","6.9","4.19"
"2007","David Ball","","WR","North Texas","73","196","25.86","80.33","4.7","","","","6.94","4.21"
"2007","John Beck","25.54","QB","BYU","74","215","27.6","84.47","4.75","29.5","","111","6.81","4.17"
"2007","Lorenzo Booker","22.73","RB","Florida State","70","191","27.4","96.54","4.46","35.5","26","121","",""
"2007","Kevin Boss","23.15","TE","Western Oregon","78","252","29.12","98.56","4.78","35","","116","6.96","4.41"
"2007","Dwayne Bowe","22.45","WR","LSU","74","221","28.37","108.3","4.51","33","","125","6.81","4.35"
"2007","Ahmad Bradshaw","20.96","RB","Marshall","69","198","29.24","92.4","4.55","34","","112","6.7","4.09"
"2007","Steve Breaston","23.55","WR","Michigan","72","193","26.17","96.22","4.46","33","","124","6.9","4.29"
"2007","Eldra Buckley","21.7","RB","Tenn-Chattanooga","69","202","29.83","93.44","4.56","35.5","14","120","7.71","4.43"
"2007","Michael Bush","22.72","RB","Louisville","73","243","32.06","106.68","4.62","","","","",""
"2007","Scott Chandler","21.62","TE","Iowa","79","270","30.41","106.96","4.78","30","16","111","7.26","4.32"
"2007","Thomas Clayton","22.86","RB","Kansas State","70","218","31.28","94.88","4.63","36.5","23","121","",""
"2007","David Clowney","21.66","WR","Virginia Tech","72","188","25.49","102.62","4.36","32.5","","123","7","4.15"
"2007","Daniel Coats","22.89","TE","BYU","75","257","32.12","84.73","4.94","30","34","111","7.07","4.43"
"2007","Alonzo Coleman","23.11","RB","Kansas State","70","207","29.7","101.86","4.49","","27","120","",""
"2007","Jemalle Cornelius","","WR","Florida","71","184","25.66","82.06","4.57","34.5","","123","6.99","4.3"
"2007","Jon Cornish","","RB","Kansas","71","206","28.73","90.43","4.62","34","","118","7.09",""
"2007","Kenneth Darby","24.19","RB","Alabama","70","211","30.27","82.9","4.75","30","19","108","7.25","4.53"
"2007","Chris Davis","23.12","WR","Florida State","70","181","25.97","84.65","4.5","35.5","","115","6.66","4.14"
"2007","Buster Davis","23.38","WR","Florida State","73","207","27.31","109.46","4.41","","","","",""
"2007","Trent Edwards","23.35","QB","Stanford","76","231","28.12","89.99","4.76","","19","","7.14","4.46"
"2007","Aaron Fairooz","","WR","Central Arkansas","78","209","24.15","109.89","4.49","36","","125","6.89","4.27"
"2007","Yamon Figurs","24.15","WR","Kansas State","71","174","24.27","99","4.3","","","123","6.85","4.21"
"2007","Joel Filani","","WR","Texas Tech","74","211","27.09","98.07","4.57","32.5","17","117","",""
"2007","Luke Getsy","","QB","Akron","74","222","28.5","73.36","4.96","32.5","","106","6.95","4.46"
