Player,Team,POS,Draft Year,GP,TM TAR,TM PA ATT,TM OPP,TM Snaps,TM Air YDs,Snaps,Snap %,OPP Share,Pass Comp,Pass ATT,Pass Yards,Pass TDs,Pass INT,Comp %,TD Rate,Yards/ ATT,AY/A,Passing Air Yards,Completed Air Yards,aDOT,QB Rating,CPOE,Rush ATT,Rush Yards,Rush TDs,TD Rate,Evaded Tackles,Big Runs,Juke Rate,GL ATT,FUM,REC,Targets,Target Share,RZ Targets,Catch Rate,Routes,Yards/ Route,REC Yards,Yards/ Target,Air Yards/ Target,REC TDs,TD Rate,YDs/TM Pass ATT,Air Yards,Air Yards MS,WOPR,RACR,YAC,Fantasy Points,FPOE,PPR Rank
David Njoku,CLE,TE,2017,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Dawson Knox,BUF,TE,2019,1,35,35,22,61,380,22,36.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,1,1,3,8.6%,0,33%,11,3.5,38,12.7,10.7,0,0.0%,1.09,32,8.4%,0.19,1.19,31,2.8,0.0,31
DeAndre Hopkins,ARI,WR,2013,1,33,38,30,77,351,75,97.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,8,9,27.3%,3,89%,38,1.8,68,7.6,4.1,1,12.5%,1.79,37,10.5%,0.48,1.84,40,20.8,5.0,8
Demarcus Robinson,KC,WR,2016,1,45,47,24,77,245,48,62.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,4,8.9%,0,75%,32,0.9,28,7.0,8.0,0,0.0%,0.60,32,13.1%,0.22,0.88,10,5.8,-1.0,81
Deonte Harris,NO,WR,2019,1,37,38,35,60,196,31,51.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,5,13.5%,0,60%,24,1.0,23,4.6,3.2,0,0.0%,0.61,16,8.2%,0.26,1.44,20,5.3,-2.7,83
Derek Carr,LV,QB,2014,1,34,38,38,80,265,80,100.0%,-,28,38,282,3,0,73.7%,7.9%,7.4,9.0,265,137,7.0,120.7,9.50,0,0,0,-,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,23.3,1.1,14
Derrick Henry,TEN,RB,2016,1,24,24,32,62,191,44,71.0%,84.4%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,25,84,0,0.0%,5,0,20.0%,0,0,0,2,8.3%,0,0%,14,0.0,0,0.0,0.0,0,-,0.00,0,0.0%,0.13,-,0,8.4,-7.5,37
DeSean Jackson,PHI,WR,2008,1,41,43,33,71,281,55,77.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,6,9,22.0%,0,67%,35,1.8,64,7.1,7.6,0,0.0%,1.49,68,24.2%,0.50,0.94,9,12.4,-1.2,35
Deshaun Watson,HOU,QB,2017,1,34,36,16,59,283,59,100.0%,-,25,36,275,1,1,69.4%,2.8%,7.6,6.9,283,149,7.9,89.5,6.23,5,17,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,14.7,-1.2,22
Devante Parker,MIA,WR,2015,1,46,47,29,75,315,66,88.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,8,17.4%,1,63%,47,1.1,53,6.6,9.8,1,20.0%,1.13,78,24.8%,0.43,0.68,12,16.3,2.4,20
Devin Duvernay,BAL,WR,2020,1,23,24,26,65,190,6,9.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,1,4.3%,0,100%,4,4.8,19,19.0,17.0,0,0.0%,0.79,17,8.9%,0.13,1.12,2,2.9,1.3,103
Devin Singletary,BUF,RB,2019,1,35,35,22,61,380,34,55.7%,59.1%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,10,56,0,0.0%,3,1,25.0%,0,0,2,3,8.6%,0,67%,16,1.3,20,6.7,1.3,0,0.0%,0.57,4,1.1%,0.14,5.00,11,9.6,0.4,33
Devontae Booker,LV,RB,2016,1,34,38,38,80,265,11,13.8%,10.5%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,-1,0,0.0%,0,0,0.0%,0,0,1,1,2.9%,0,100%,5,1.2,6,6.0,1.0,0,0.0%,0.16,1,0.4%,0.05,6.00,5,1.5,-1.4,73
Dion Lewis,NYG,RB,2011,1,36,40,20,65,254,57,87.7%,75.0%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,10,20,1,10.0%,1,0,7.1%,1,0,4,5,13.9%,1,80%,41,0.9,36,7.2,1.6,0,0.0%,0.90,8,3.1%,0.23,4.50,25,15.6,2.3,19
Diontae Johnson,PIT,WR,2019,1,41,41,24,65,233,54,83.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,8,13,31.7%,1,62%,39,2.4,92,7.1,6.2,1,12.5%,2.24,81,34.8%,0.72,1.14,42,23.2,2.6,6
DJ Chark,JAC,WR,2018,1,44,45,31,75,393,59,78.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,4,9.1%,0,100%,37,2.3,84,21.0,17.8,0,0.0%,1.87,71,18.1%,0.26,1.18,13,12.4,6.1,36
DJ Moore,CAR,WR,2018,1,40,42,37,73,309,65,89.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,8,13,32.5%,0,62%,42,2.9,120,9.2,13.2,0,0.0%,2.86,171,55.3%,0.87,0.70,6,20.0,-0.9,10
DK Metcalf,SEA,WR,2019,1,25,28,30,63,258,63,100.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,6,24.0%,0,67%,28,3.3,92,15.3,15.2,1,25.0%,3.29,91,35.3%,0.61,1.01,29,19.2,9.8,13
Dontrelle Inman,WAS,WR,2011,1,33,33,24,66,283,45,68.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,5,15.2%,0,40%,26,0.7,17,3.4,7.4,0,0.0%,0.52,37,13.1%,0.32,0.46,3,3.7,-3.8,94
Drew Brees,NO,QB,2001,1,37,38,35,60,196,60,100.0%,-,26,38,312,1,1,68.4%,2.6%,8.2,7.6,196,99,5.2,91.1,-3.27,3,3,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,14.8,-0.2,21
Drew Lock,DEN,QB,2019,1,38,38,27,77,515,13,16.9%,-,1,5,20,0,0,20.0%,0.0%,4.0,4.0,95,20,19.0,43.8,-,0,0,0,-,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,0.8,-0.9,34
Drew Sample,CIN,TE,2019,1,59,61,28,92,486,54,58.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,7,9,15.3%,4,78%,33,1.4,45,5.0,4.3,0,0.0%,0.74,39,8.0%,0.28,1.15,19,11.5,-6.6,16
Duke Johnson,HOU,RB,2015,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Dwayne Haskins,WAS,QB,2019,1,33,33,24,66,283,66,100.0%,-,19,33,223,1,0,57.6%,3.0%,6.8,7.4,283,150,8.6,88.3,-9.78,1,8,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,13.7,-0.8,27
Emmanuel Sanders,NO,WR,2010,1,37,38,35,60,196,47,78.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,3,8.1%,0,33%,31,0.6,18,6.0,5.3,0,0.0%,0.47,16,8.2%,0.18,1.13,1,2.8,-2.8,105
Eric Ebron,PIT,TE,2014,1,41,41,24,65,233,50,76.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,5,12.2%,1,60%,30,1.4,43,8.6,9.8,0,0.0%,1.05,49,21.0%,0.33,0.88,17,7.3,-1.1,24
Evan Engram,NYG,TE,2017,1,36,40,20,65,254,63,96.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,6,8,22.2%,1,75%,40,1.6,65,8.1,5.6,0,0.0%,1.63,45,17.7%,0.46,1.44,33,12.5,3.4,14
Ezekiel Elliott,DAL,RB,2016,1,46,49,34,82,368,76,92.7%,85.3%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,22,89,1,4.5%,12,0,42.9%,3,1,6,7,15.2%,1,86%,36,0.9,33,4.7,-1.3,0,0.0%,0.67,-9,-2.4%,0.21,-3.67,42,22.2,-6.6,7
Frank Gore,NYJ,RB,2005,1,32,32,31,65,140,37,56.9%,74.2%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,21,63,0,0.0%,5,0,23.8%,0,0,0,2,6.3%,0,0%,9,0.0,0,0.0,2.0,0,-,0.00,4,2.9%,0.11,0.00,0,6.3,-6.5,45
Gabriel Davis,BUF,WR,2020,1,35,35,22,61,380,22,36.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,0,0,0.0%,-,-,-,-,0,1,1,2.9%,1,100%,17,0.4,6,6.0,6.0,1,100.0%,0.17,6,1.6%,0.05,1.00,0,7.6,4.8,62
Gardner Minshew,JAC,QB,2019,1,44,45,31,75,393,75,100.0%,-,30,45,339,3,2,66.7%,6.7%,7.5,6.9,393,243,8.7,92.7,3.19,4,19,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,23.5,3.6,11
George Kittle,SF,TE,2017,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Gerald Everett,LAR,TE,2017,1,26,27,35,69,221,30,43.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,0.0%,0,-,0,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.0,0.0,44
Giovani Bernard,CIN,RB,2013,1,59,61,28,92,486,42,45.7%,28.6%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,3,0,0.0%,0,0,0.0%,0,0,5,7,11.9%,1,71%,30,0.7,22,3.1,1.9,0,0.0%,0.36,13,2.7%,0.20,1.69,19,7.5,-3.1,38
Golden Tate,NYG,WR,2010,1,36,40,20,65,254,40,61.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,5,13.9%,1,100%,30,1.6,47,9.4,7.8,0,0.0%,1.18,39,15.4%,0.32,1.21,8,9.7,0.5,46
Greg Olsen,SEA,TE,2007,1,25,28,30,63,258,45,71.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,1,4.0%,0,0%,19,0.0,0,0.0,5.0,0,-,0.00,5,1.9%,0.07,0.00,0,0.0,-1.3,40
Greg Ward,PHI,WR,2017,1,41,43,33,71,281,13,18.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,1,2.4%,0,100%,5,1.0,5,5.0,4.0,0,0.0%,0.12,4,1.4%,0.05,1.25,1,1.5,0.0,108
Gus Edwards,BAL,RB,2018,1,23,24,26,65,190,20,30.8%,38.5%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,10,73,0,0.0%,3,1,30.0%,0,0,0,0,0.0%,0,-,1,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,7.3,1.3,39
Harrison Bryant,CLE,TE,2020,1,21,23,35,58,210,30,51.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,1,4.8%,0,100%,11,1.3,14,14.0,27.0,0,0.0%,0.61,27,12.9%,0.16,0.52,11,2.4,-1.4,33
Hayden Hurst,ATL,TE,2018,1,36,37,33,75,377,49,65.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,8,22.2%,1,63%,28,2.6,72,9.0,7.5,1,20.0%,1.95,60,15.9%,0.44,1.20,46,18.2,5.9,8
Henry Ruggs,LV,WR,2020,1,34,38,38,80,265,49,61.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,3,8.8%,0,33%,19,0.2,4,1.3,17.3,0,0.0%,0.11,52,19.6%,0.27,0.08,0,1.4,-3.8,110
Hunter Henry,LAC,TE,2016,1,31,33,47,83,283,71,85.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,6,8,25.8%,0,75%,26,3.2,83,10.4,9.5,0,0.0%,2.52,76,26.9%,0.58,1.09,34,14.3,0.5,11
Hunter Renfrow,LV,WR,2019,1,34,38,38,80,265,40,50.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,3,8.8%,0,100%,20,1.9,37,12.3,8.3,0,0.0%,0.97,25,9.4%,0.20,1.48,12,6.7,1.9,68
Ian Thomas,CAR,TE,2018,1,40,42,37,73,309,40,54.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,0.0%,0,-,0,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.0,0.0,42
Irv Smith,MIN,TE,2019,1,23,26,22,54,319,35,64.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,4,17.4%,0,25%,17,0.2,3,0.8,5.5,0,0.0%,0.12,22,6.9%,0.31,0.14,1,1.3,-4.2,38
Isaiah Ford,MIA,WR,2017,1,46,47,29,75,315,48,64.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,7,9,19.6%,0,78%,38,2.0,76,8.4,7.2,0,0.0%,1.62,65,20.6%,0.44,1.17,26,14.6,0.1,26
Isaiah McKenzie,BUF,WR,2017,1,35,35,22,61,380,7,11.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,2,5.7%,0,100%,3,15.7,47,23.5,9.0,0,0.0%,1.34,18,4.7%,0.12,2.61,29,6.7,3.4,67
Ito Smith,ATL,RB,2018,1,36,37,33,75,377,11,14.7%,15.2%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,5,20,0,0.0%,0,0,0.0%,1,0,0,0,0.0%,0,-,4,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,2.0,-3.7,69
Jace Sternberger,GB,TE,2019,1,30,30,41,73,277,16,21.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,1,3.3%,0,0%,4,0.0,0,0.0,0.0,0,-,0.00,0,0.0%,0.05,-,0,0.0,-1.0,47
Jack Doyle,IND,TE,2013,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Jacob Hollister,SEA,TE,2017,1,25,28,30,63,258,9,14.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,0.0%,0,-,0,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.0,0.0,48
Jakeem Grant,MIA,WR,2016,1,46,47,29,75,315,10,13.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,1,2.2%,0,100%,8,0.3,2,2.0,-4.0,0,0.0%,0.04,-4,-1.3%,0.02,-0.50,6,1.2,-0.3,112
Jakobi Meyers,NE,WR,2019,1,43,44,23,72,351,8,11.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,1,2.3%,0,100%,0,-,7,7.0,7.0,0,0.0%,0.16,7,2.0%,0.05,1.00,0,1.7,0.2,107
Jalen Guyton,LAC,WR,2019,1,31,33,47,83,283,44,53.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,2,6.5%,2,50%,22,0.6,14,7.0,10.0,1,100.0%,0.42,20,7.1%,0.15,0.70,0,8.4,4.4,55
Jalen Reagor,PHI,WR,2020,1,41,43,33,71,281,60,84.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,4,9.8%,0,100%,36,1.1,41,10.3,3.8,0,0.0%,0.95,15,5.3%,0.18,2.73,26,8.1,1.6,56
Jalen Richard,LV,RB,2016,1,34,38,38,80,265,17,21.3%,5.3%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,26,1,50.0%,1,1,50.0%,0,0,0,0,0.0%,0,-,4,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,8.6,7.5,36
Jamaal Williams,GB,RB,2017,1,30,30,41,73,277,31,42.5%,19.5%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,8,63,0,0.0%,2,1,25.0%,0,0,0,0,0.0%,0,-,12,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,6.3,3.3,46
James Conner,PIT,RB,2017,1,41,41,24,65,233,50,76.9%,75.0%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,16,106,1,6.3%,2,1,11.1%,2,0,2,2,4.9%,1,100%,26,0.6,15,7.5,3.5,0,0.0%,0.37,7,3.0%,0.09,2.14,8,20.1,4.1,11
James O'Shaughnessy,JAC,TE,2015,1,44,45,31,75,393,35,46.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,4,9.1%,1,100%,8,5.0,40,10.0,8.8,0,0.0%,0.89,35,8.9%,0.20,1.14,5,8.0,1.2,23
James Robinson,JAC,RB,2020,1,44,45,31,75,393,38,50.7%,64.5%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,16,102,1,6.3%,7,2,36.8%,0,0,3,4,9.1%,1,75%,13,1.4,18,4.5,-1.5,0,0.0%,0.40,-6,-1.5%,0.13,-3.00,24,21.0,7.0,9
James Washington,PIT,WR,2018,1,41,41,24,65,233,31,47.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,5,12.2%,0,60%,21,1.0,22,4.4,5.2,0,0.0%,0.54,26,11.2%,0.26,0.85,7,5.2,-2.5,86
James White,NE,RB,2014,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Jamison Crowder,NYJ,WR,2015,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Jared Cook,NO,TE,2009,1,37,38,35,60,196,39,65.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,5,13.5%,1,40%,27,0.5,13,2.6,10.4,1,50.0%,0.34,52,26.5%,0.39,0.25,3,9.3,1.5,21
Jared Goff,LAR,QB,2016,1,26,27,35,69,221,69,100.0%,-,20,27,267,3,0,74.1%,11.1%,9.9,12.1,221,151,8.2,142.1,16.21,7,13,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,24.0,8.4,10
Jarvis Landry,CLE,WR,2014,1,21,23,35,58,210,35,60.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,3,14.3%,0,100%,19,2.4,46,15.3,7.3,0,0.0%,2.00,22,10.5%,0.29,2.09,24,7.6,2.6,61
Jason Huntley,PHI,RB,2020,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Jason Witten,LV,TE,2003,1,34,38,38,80,265,26,32.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,1,2.9%,0,100%,7,0.4,3,3.0,3.0,0,0.0%,0.08,3,1.1%,0.05,1.00,0,1.3,0.2,39
Jaylen Samuels,PIT,RB,2018,1,41,41,24,65,233,5,7.7%,8.3%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,0.0%,0,0,1,2,4.9%,0,50%,4,1.0,4,2.0,0.0,0,0.0%,0.10,0,0.0%,0.07,-,3,1.4,-1.1,76
JD McKissic,WAS,RB,2016,1,33,33,24,66,283,29,43.9%,33.3%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,8,53,0,0.0%,0,0,0.0%,0,0,0,0,0.0%,0,-,0,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,5.3,-2.1,50
Jeff Driskel,DEN,QB,2016,1,38,38,27,77,515,64,83.1%,-,18,34,256,2,1,52.9%,5.9%,7.5,7.4,420,195,12.4,84.9,-2.46,2,5,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,16.7,4.6,18
Jeffrey Wilson,SF,RB,2018,1,27,27,34,61,134,5,8.2%,5.9%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,3,0,0.0%,0,0,0.0%,0,0,0,0,0.0%,0,-,,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.3,-0.6,
Jeremy McNichols,TEN,RB,2017,1,24,24,32,62,191,11,17.7%,6.3%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,7,0,0.0%,0,0,0.0%,0,0,0,0,0.0%,0,-,5,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.7,-0.4,79
Jerick McKinnon,SF,RB,2014,1,27,27,34,61,134,13,21.3%,11.8%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,77,1,33.3%,4,2,133.3%,0,0,0,1,3.7%,0,0%,6,0.0,0,0.0,6.0,0,-,0.00,6,4.5%,0.09,0.00,0,13.7,10.4,23
Jerry Jeudy,DEN,WR,2020,1,38,38,27,77,515,44,57.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,7,18.4%,0,57%,24,2.6,62,8.9,14.9,0,0.0%,1.63,104,20.2%,0.42,0.60,18,10.2,-0.5,45
Jimmy Garoppolo,SF,QB,2014,1,27,27,34,61,134,32,52.5%,-,14,16,131,2,0,87.5%,12.5%,8.2,10.7,86,152,5.4,140.4,24.86,0,0,0,-,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,13.2,5.8,23
Jimmy Graham,CHI,TE,2010,1,28,28,32,65,241,40,61.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,1,3.6%,0,100%,24,0.8,18,18.0,15.0,0,0.0%,0.64,15,6.2%,0.10,1.20,3,2.8,1.6,32
JJ Arcega-Whiteside,PHI,WR,2019,1,41,43,33,71,281,16,22.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,2,4.9%,0,0%,0,-,0,0.0,13.0,0,-,0.00,26,9.3%,0.14,0.00,0,0.0,-3.5,119
JJ Taylor,NE,RB,2020,1,43,44,23,72,351,1,1.4%,4.3%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,-1,0,0.0%,0,0,0.0%,0,0,0,0,0.0%,0,-,0,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,-0.1,-0.5,84
JK Dobbins,BAL,RB,2020,1,23,24,26,65,190,20,30.8%,11.5%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,48,0,0.0%,2,1,66.7%,0,0,1,1,4.3%,0,100%,10,1.3,13,13.0,0.0,0,0.0%,0.54,0,0.0%,0.07,-,13,7.1,4.2,41
Joe Burrow,CIN,QB,2020,1,59,61,28,92,486,92,100.0%,-,37,61,316,3,0,60.7%,4.9%,5.2,6.2,486,189,8.0,90.6,1.40,7,19,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,26.5,-10.6,9
Joe Mixon,CIN,RB,2017,1,59,61,28,92,486,46,50.0%,71.4%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,16,46,0,0.0%,8,0,40.0%,1,0,4,4,6.8%,0,100%,27,1.5,40,10.0,0.0,0,0.0%,0.66,0,0.0%,0.10,-,40,12.6,-4.9,27
Joe Reed,LAC,WR,2020,1,31,33,47,83,283,2,2.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,8,0,0.0%,-,-,-,-,0,0,0,0.0%,0,-,0,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.8,0.0,114
John Brown,BUF,WR,2014,1,35,35,22,61,380,56,91.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,6,17.1%,0,67%,35,2.3,82,13.7,19.8,1,25.0%,2.34,119,31.3%,0.48,0.69,5,18.2,7.5,14
John Hightower,PHI,WR,2020,1,41,43,33,71,281,7,9.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,0.0%,0,-,0,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.0,0.0,116
John Ross,CIN,WR,2017,1,59,61,28,92,486,28,30.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,2,3.4%,0,0%,23,0.0,0,0.0,11.0,0,-,0.00,22,4.5%,0.08,0.00,0,0.0,-3.2,121
Jonathan Taylor,IND,RB,2020,1,25,25,39,73,219,49,67.1%,71.8%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,26,101,1,3.8%,4,0,14.3%,0,0,2,2,8.0%,0,100%,17,0.5,9,4.5,-4.5,0,0.0%,0.36,-9,-4.1%,0.09,-1.00,18,19.0,2.2,13
Jonnu Smith,TEN,TE,2017,1,24,24,32,62,191,54,87.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,5,20.8%,2,80%,14,6.0,84,16.8,6.6,2,50.0%,3.50,33,17.3%,0.43,2.55,52,24.4,14.8,4
Jordan Akins,HOU,TE,2018,1,34,36,16,59,283,49,83.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,7,7,20.6%,0,100%,33,1.7,55,7.9,2.7,0,0.0%,1.53,19,6.7%,0.36,2.89,36,12.5,2.9,15
