Player,Team,POS,Draft Year,GP,TM TAR,TM PA ATT,TM OPP,TM Snaps,TM Air YDs,Snaps,Snap %,OPP Share,Pass Comp,Pass ATT,Pass Yards,Pass TDs,Pass INT,Comp %,TD Rate,Yards/ ATT,AY/A,Passing Air Yards,Completed Air Yards,aDOT,QB Rating,CPOE,Rush ATT,Rush Yards,Rush TDs,TD Rate,Evaded Tackles,Big Runs,Juke Rate,GL ATT,FUM,REC,Targets,Target Share,RZ Targets,Catch Rate,Routes,Yards/ Route,REC Yards,Yards/ Target,Air Yards/ Target,REC TDs,TD Rate,YDs/TM Pass ATT,Air Yards,Air Yards MS,WOPR,RACR,YAC,Fantasy Points,FPOE,PPR Rank
Rex Burkhead,NE,RB,2013,1,43,44,23,72,351,51,70.8%,52.2%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,6,2,0,0.0%,0,0,0.0%,0,0,4,6,14.0%,1,67%,35,1.3,47,7.8,-3.0,0,0.0%,1.07,-18,-5.1%,0.17,-2.61,58,8.9,-2.2,35
Rob Gronkowski,TB,TE,2010,1,35,35,34,61,244,42,68.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,1,2.9%,0,0%,18,0.0,0,0.0,18.0,0,-,0.00,18,7.4%,0.09,0.00,0,0.0,-2.0,41
Robby Anderson,CAR,WR,2016,1,40,42,37,73,309,54,74.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,9,10,25.0%,2,90%,42,2.6,109,10.9,9.7,0,0.0%,2.60,97,31.4%,0.59,1.12,30,19.9,4.8,11
Robert Tonyan,GB,TE,2017,1,30,30,41,73,277,44,60.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,3,10.0%,0,67%,0,-,25,8.3,16.0,1,50.0%,0.83,48,17.3%,0.27,0.52,3,10.5,5.8,17
Robert Woods,LAR,WR,2013,1,26,27,35,69,221,59,85.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,19,1,33.3%,-,-,-,-,0,2,5,19.2%,0,40%,26,0.5,14,2.8,12.0,0,0.0%,0.52,60,27.1%,0.48,0.23,2,11.3,0.9,40
Ronald Jones,TB,RB,2018,1,35,35,34,61,244,21,34.4%,26.5%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,7,23,1,14.3%,2,0,22.2%,0,0,2,2,5.7%,0,100%,9,0.4,4,2.0,-3.0,0,0.0%,0.11,-6,-2.5%,0.07,-0.67,10,10.7,3.9,32
Royce Freeman,DEN,RB,2018,1,38,38,27,77,515,16,20.8%,11.1%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,20,0,0.0%,1,0,33.3%,0,0,0,0,0.0%,0,-,4,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,2.0,0.7,68
Russell Gage,ATL,WR,2018,1,36,37,33,75,377,62,82.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,6,9,25.0%,2,67%,28,1.6,46,5.1,6.2,1,16.7%,1.24,56,14.9%,0.48,0.82,17,16.6,2.1,19
Russell Wilson,SEA,QB,2012,1,25,28,30,63,258,63,100.0%,-,21,28,288,5,1,75.0%,17.9%,10.3,12.3,258,155,9.2,132.1,17.12,5,39,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,33.4,20.8,4
Ryan Fitzpatrick,MIA,QB,2005,1,46,47,29,75,315,75,100.0%,-,31,47,328,2,0,66.0%,4.3%,7.0,7.8,315,159,6.7,100.3,1.12,3,12,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,22.3,-6.7,12
Ryan Izzo,NE,TE,2018,1,43,44,23,72,351,70,97.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,2,4.7%,0,100%,37,0.5,19,9.5,6.5,0,0.0%,0.43,13,3.7%,0.10,1.46,6,3.9,0.8,29
Ryan Tannehill,TEN,QB,2012,1,24,24,32,62,191,62,100.0%,-,18,24,239,4,0,75.0%,16.7%,10.0,13.3,191,150,8.0,145.7,8.74,4,12,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,26.8,15.4,7
Sam Darnold,NYJ,QB,2018,1,32,32,31,65,140,65,100.0%,-,21,32,179,1,0,65.6%,3.1%,5.6,6.2,140,160,4.4,90.5,-4.45,2,7,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,11.9,-1.3,26
Sammy Watkins,KC,WR,2014,1,45,47,24,77,245,45,58.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,3,6.7%,0,33%,25,0.4,11,3.7,7.0,0,0.0%,0.23,21,8.6%,0.16,0.52,7,2.1,-2.3,106
Saquon Barkley,NYG,RB,2018,1,36,40,20,65,254,8,12.3%,20.0%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,4,28,0,0.0%,2,1,50.0%,0,0,0,0,0.0%,0,-,2,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,2.8,1.0,62
Scott Miller,TB,WR,2019,1,35,35,34,61,244,42,68.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,1,0,0.0%,-,-,-,-,0,2,3,8.6%,0,67%,27,0.4,11,3.7,10.7,0,0.0%,0.31,32,13.1%,0.22,0.34,0,3.2,-2.2,100
Sony Michel,NE,RB,2018,1,43,44,23,72,351,15,20.8%,34.8%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,7,19,0,0.0%,1,0,14.3%,0,0,0,1,2.3%,0,0%,2,0.0,0,0.0,0.0,0,-,0.00,0,0.0%,0.03,-,0,1.9,-3.3,70
Stefon Diggs,BUF,WR,2015,1,35,35,22,61,380,48,78.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,8,13,37.1%,1,62%,29,5.3,153,11.8,11.7,1,12.5%,4.37,152,40.0%,0.84,1.01,38,29.3,8.9,2
Sterling Shepard,NYG,WR,2016,1,36,40,20,65,254,15,23.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,6,0,0.0%,-,-,-,-,0,2,4,11.1%,0,50%,9,3.2,29,7.3,9.5,0,0.0%,0.73,38,15.0%,0.27,0.76,3,5.5,-1.6,82
Steven Sims,WAS,WR,2019,1,33,33,24,66,283,60,90.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,1,3,5,15.2%,0,60%,32,1.7,53,10.6,12.6,0,0.0%,1.61,63,22.3%,0.38,0.84,31,6.3,-0.3,74
Tarik Cohen,CHI,RB,2017,1,28,28,32,65,241,21,32.3%,18.8%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,5,12,0,0.0%,0,0,0.0%,0,0,1,1,3.6%,0,100%,14,1.1,15,15.0,-4.0,0,0.0%,0.54,-4,-1.7%,0.04,-3.75,19,3.7,0.2,60
Taysom Hill,NO,QB,2017,1,37,38,35,60,196,14,23.3%,-,0,0,0,0,0,-,-,-,-,0,0,-,-,-,2,8,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,0.8,-1.1,32
Teddy Bridgewater,CAR,QB,2014,1,40,42,37,73,309,73,100.0%,-,33,42,367,0,2,78.6%,0.0%,8.7,6.6,309,218,7.4,83.2,13.25,0,0,0,-,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,10.7,-5.5,29
Tee Higgins,CIN,WR,2020,1,59,61,28,92,486,60,65.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,6,10.2%,0,50%,0,-,35,5.8,11.5,0,0.0%,0.57,69,14.2%,,,7,6.5,-3.3,70
Terry McLaurin,WAS,WR,2019,1,33,33,24,66,283,62,93.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,7,10,30.3%,0,70%,33,3.8,125,12.5,11.0,1,14.3%,3.79,110,38.9%,0.73,1.14,83,25.5,9.1,4
Tevin Coleman,SF,RB,2015,1,27,27,34,61,134,30,49.2%,47.1%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,14,12,0,0.0%,7,0,43.8%,0,0,2,2,7.4%,1,100%,11,2.5,28,14.0,7.0,0,0.0%,1.04,14,10.4%,0.18,2.00,14,6.0,-4.1,48
Tim Patrick,DEN,WR,2017,1,38,38,27,77,515,50,64.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,5,13.2%,0,40%,27,0.9,24,4.8,17.6,0,0.0%,0.63,88,17.1%,0.32,0.27,12,4.4,-3.9,90
TJ Hockenson,DET,TE,2019,1,30,33,27,59,219,41,69.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,4,13.3%,0,100%,25,2.5,62,15.5,4.8,0,0.0%,1.88,19,8.7%,0.26,3.26,43,10.2,4.0,19
Todd Gurley,ATL,RB,2015,1,36,37,33,75,377,48,64.0%,63.6%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,21,61,0,0.0%,0,0,0.0%,0,0,0,0,0.0%,0,-,15,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,6.1,-4.4,47
Tom Brady,TB,QB,2000,1,35,35,34,61,244,61,100.0%,-,23,35,217,1,1,65.7%,2.9%,6.2,5.5,244,161,7.0,80.3,-0.82,1,0,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,10.7,-2.4,30
Tony Pollard,DAL,RB,2019,1,46,49,34,82,368,8,9.8%,8.8%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,6,0,0.0%,1,0,33.3%,0,0,1,1,2.2%,0,100%,5,0.6,3,3.0,-5.0,0,0.0%,0.06,-5,-1.4%,0.02,-0.60,8,1.9,-0.3,71
Travis Homer,SEA,RB,2019,1,25,28,30,63,258,8,12.7%,10.0%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,21,0,0.0%,1,0,33.3%,0,0,0,0,0.0%,0,-,1,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,2.1,0.5,67
Travis Kelce,KC,TE,2013,1,45,47,24,77,245,74,96.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,9,14,31.1%,1,64%,47,1.9,90,6.4,7.6,1,11.1%,1.91,107,43.7%,0.77,0.84,30,24.0,1.8,5
Tre'Quan Smith,NO,WR,2018,1,37,38,35,60,196,53,88.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,7,18.9%,1,71%,34,2.5,86,12.3,9.4,0,0.0%,2.26,66,33.7%,0.52,1.30,36,13.6,2.2,29
Trent Taylor,SF,WR,2017,1,27,27,34,61,134,28,45.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,3,11.1%,0,67%,16,0.6,10,3.3,6.3,0,0.0%,0.37,19,14.2%,0.27,0.53,8,3.0,-1.4,101
TY Hilton,IND,WR,2012,1,25,25,39,73,219,42,57.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,5,20.0%,0,60%,23,1.2,28,5.6,17.4,0,0.0%,1.12,87,39.7%,0.58,0.32,17,5.8,-1.9,80
Ty Montgomery,NO,RB,2015,1,37,38,35,60,196,6,10.0%,8.6%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,0.0%,0,0,2,3,8.1%,0,67%,6,4.2,25,8.3,-0.7,0,0.0%,0.66,-2,-1.0%,0.11,-12.50,26,4.5,0.4,55
Tyler Boyd,CIN,WR,2016,1,59,61,28,92,486,78,84.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,7,8,13.6%,2,88%,60,1.2,72,9.0,5.6,1,14.3%,1.18,45,9.3%,0.27,1.60,27,20.2,5.8,9
Tyler Eifert,JAC,TE,2013,1,44,45,31,75,393,45,60.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,6,13.6%,3,50%,32,1.1,36,6.0,14.7,1,33.3%,0.80,88,22.4%,0.36,0.41,4,12.6,3.0,13
Tyler Ervin,GB,RB,2016,1,30,30,41,73,277,28,38.4%,2.4%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,0.0%,0,0,1,1,3.3%,0,100%,16,0.3,4,4.0,4.0,0,0.0%,0.13,4,1.4%,0.06,1.00,0,1.4,-0.2,74
Tyler Higbee,LAR,TE,2016,1,26,27,35,69,221,59,85.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,5,19.2%,2,100%,15,3.6,54,10.8,8.8,3,60.0%,2.00,44,19.9%,0.43,1.23,10,28.4,16.1,1
Tyler Lockett,SEA,WR,2015,1,25,28,30,63,258,60,95.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,7,8,32.0%,1,88%,28,2.4,67,8.4,8.6,1,14.3%,2.39,69,26.7%,0.67,0.97,29,19.7,6.7,12
Tyreek Hill,KC,WR,2016,1,45,47,24,77,245,69,89.6%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,9,0,0.0%,-,-,-,-,0,5,11,24.4%,0,45%,43,2.3,99,9.0,4.4,1,20.0%,2.11,48,19.6%,0.50,2.06,109,21.8,5.6,7
Tyrod Taylor,LAC,QB,2011,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0,-,0,0,0,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,0,-,-,-,-,-,-,-,0.0,0.0,-
Van Jefferson,LAR,WR,2020,1,26,27,35,69,221,26,37.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,-1,0,0.0%,-,-,-,-,0,4,5,19.2%,1,80%,12,3.8,45,9.0,9.2,0,0.0%,1.67,46,20.8%,0.43,0.98,7,8.4,-1.0,53
Will Dissly,SEA,TE,2018,1,25,28,30,63,258,31,49.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,1,4.0%,0,100%,16,0.6,9,9.0,5.0,0,0.0%,0.32,5,1.9%,0.07,1.80,4,1.9,0.4,36
Will Fuller,HOU,WR,2016,1,34,36,16,59,283,37,62.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,0,0,0.0%,-,-,-,-,0,0,0,0.0%,0,-,20,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.0,-0.5,122
Willie Snead,BAL,WR,2014,1,23,24,26,65,190,41,63.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,2,8.7%,0,100%,14,2.1,29,14.5,7.0,0,0.0%,1.21,14,7.4%,0.18,2.07,15,4.9,1.7,87
Zach Ertz,PHI,TE,2013,1,41,43,33,71,281,67,94.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,7,17.1%,0,71%,37,1.1,42,6.0,8.3,0,0.0%,0.98,58,20.6%,0.40,0.72,8,9.2,-1.3,22
Zach Pascal,IND,WR,2017,1,25,25,39,73,219,59,80.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,4,16.0%,2,75%,19,1.0,19,4.8,4.8,1,33.3%,0.76,19,8.7%,0.30,1.00,10,10.9,1.7,42
Zack Moss,BUF,RB,2020,1,35,35,22,61,380,28,45.9%,36.4%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,8,37,0,0.0%,3,0,37.5%,1,0,0,0,0.0%,1,-,24,0.0,0,-,-,0,-,0.00,-1,-0.3%,0.00,0.00,1,3.7,0.2,59
