Player,Team,POS,Draft Year,GP,TM TAR,TM PA ATT,TM OPP,TM Snaps,TM Air YDs,Snaps,Snap %,OPP Share,Pass Comp,Pass ATT,Pass Yards,Pass TDs,Pass INT,Comp %,TD Rate,Yards/ ATT,AY/A,Passing Air Yards,Completed Air Yards,aDOT,QB Rating,CPOE,Rush ATT,Rush Yards,Rush TDs,TD Rate,Evaded Tackles,Big Runs,Juke Rate,GL ATT,FUM,REC,Targets,Target Share,RZ Targets,Catch Rate,Routes,Yards/ Route,REC Yards,Yards/ Target,Air Yards/ Target,REC TDs,TD Rate,YDs/TM Pass ATT,Air Yards,Air Yards MS,WOPR,RACR,YAC,Fantasy Points,FPOE,PPR Rank
Quintez Cephus,DET,WR,2020,1,41,42,32,78,372,62,79.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,10,24.4%,2,30%,35,1.2,43,4.3,12.9,0,0.0%,1.02,129,34.7%,0.61,0.33,10,7.3,-9.2,62
Raheem Mostert,SF,RB,2015,1,32,33,38,62,220,37,59.7%,52.6%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,15,56,0,0.0%,3,0,15.0%,1,0,4,5,15.6%,0,80%,17,5.6,95,19.0,2.8,1,25.0%,2.88,14,6.4%,0.28,6.79,81,25.1,8.3,6
Randall Cobb,HOU,WR,2011,1,31,32,21,59,283,46,78.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,3,9.7%,1,67%,34,0.7,23,7.7,3.7,0,0.0%,0.72,11,3.9%,0.17,2.09,21,4.3,-2.2,82
Rex Burkhead,NE,RB,2013,1,19,19,31,64,101,19,29.7%,22.6%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,7,32,0,0.0%,1,0,14.3%,0,0,0,0,0.0%,0,-,5,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,3.2,-0.1,64
Rob Gronkowski,TB,TE,2010,1,34,36,28,70,282,54,77.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,3,8.8%,0,67%,21,0.5,11,3.7,7.3,0,0.0%,0.31,22,7.8%,0.19,0.50,16,3.1,-1.8,34
Robby Anderson,CAR,WR,2016,1,34,34,30,67,279,55,82.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,6,8,23.5%,1,75%,35,3.3,115,14.4,10.3,1,16.7%,3.38,82,29.4%,0.56,1.40,72,23.5,12.0,9
Robert Tonyan,GB,TE,2017,1,41,44,42,78,337,48,61.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,0.0%,0,-,0,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.0,0.0,54
Robert Woods,LAR,WR,2013,1,28,31,41,73,140,61,83.6%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,14,0,0.0%,-,-,-,-,0,6,8,28.6%,2,75%,29,3.6,105,13.1,2.3,0,0.0%,3.39,18,12.9%,0.52,5.83,87,17.9,4.0,18
Ronald Jones,TB,RB,2018,1,34,36,28,70,282,33,47.1%,71.4%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,17,66,0,0.0%,2,1,10.0%,0,0,2,3,8.8%,0,67%,11,1.5,16,5.3,1.3,0,0.0%,0.44,4,1.4%,0.14,4.00,17,10.2,-2.8,32
Royce Freeman,DEN,RB,2018,1,32,33,28,59,303,6,10.2%,7.1%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,0,0,0.0%,0,0,0.0%,1,0,1,1,3.1%,1,100%,2,6.0,12,12.0,3.0,0,0.0%,0.36,3,1.0%,0.05,4.00,9,2.2,-2.6,72
Russell Gage,ATL,WR,2018,1,52,54,30,79,407,55,69.6%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,9,12,23.1%,2,75%,46,2.5,114,9.5,7.4,0,0.0%,2.11,89,21.9%,0.50,1.28,46,20.4,0.8,11
Russell Wilson,SEA,QB,2012,1,35,35,25,62,215,62,100.0%,-,31,35,322,4,0,88.6%,11.4%,9.2,11.5,215,172,6.1,143.1,-1.71,3,29,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,31.8,17.1,1
Ryan Fitzpatrick,MIA,QB,2005,1,30,30,28,62,251,62,100.0%,-,20,30,191,0,3,66.7%,0.0%,6.4,1.9,251,132,8.4,44.6,2.17,5,18,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,3.4,-8.2,33
Ryan Izzo,NE,TE,2018,1,19,19,31,64,101,63,98.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,1,5.3%,0,100%,16,1.6,25,25.0,17.0,0,0.0%,1.32,17,16.8%,0.20,1.47,11,3.5,0.2,32
Ryan Tannehill,TEN,QB,2012,1,40,43,36,81,264,81,100.0%,-,29,43,249,2,0,67.4%,4.7%,5.8,6.7,264,163,6.1,97.9,-6.44,3,14,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,19.4,-0.2,15
Sam Darnold,NYJ,QB,2018,1,33,35,19,56,265,56,100.0%,-,21,35,215,1,1,60.0%,2.9%,6.1,5.4,265,87,7.6,75.3,-9.13,1,6,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,11.2,-2.2,28
Sammy Watkins,KC,WR,2014,1,32,32,38,69,147,55,79.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,3,0,0.0%,-,-,-,-,0,7,9,28.1%,3,78%,28,2.9,82,9.1,6.6,1,14.3%,2.56,59,40.1%,0.70,1.39,34,21.5,4.3,10
Saquon Barkley,NYG,RB,2018,1,39,41,27,68,232,59,86.8%,88.9%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,15,6,0,0.0%,3,0,12.5%,1,0,6,9,23.1%,2,67%,32,1.9,60,6.7,3.8,0,0.0%,1.46,34,14.7%,0.45,1.76,55,12.6,-11.7,23
Scott Miller,TB,WR,2019,1,34,36,28,70,282,43,61.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,6,0,0.0%,-,-,-,-,0,5,6,17.6%,0,83%,32,2.3,73,12.2,9.3,0,0.0%,2.03,56,19.9%,0.40,1.30,17,12.9,3.4,31
Sony Michel,NE,RB,2018,1,19,19,31,64,101,19,29.7%,32.3%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,10,37,1,10.0%,3,0,30.0%,1,0,0,0,0.0%,0,-,2,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,9.7,2.0,36
Stefon Diggs,BUF,WR,2015,1,45,46,29,87,283,82,94.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,8,9,20.0%,2,89%,52,1.7,86,9.6,9.9,0,0.0%,1.87,89,31.4%,0.52,0.97,10,16.6,2.2,22
Sterling Shepard,NYG,WR,2016,1,39,41,27,68,232,53,77.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,6,6,15.4%,1,100%,42,1.1,47,7.8,6.2,0,0.0%,1.15,37,15.9%,0.34,1.27,10,10.7,-0.6,40
Steven Sims,WAS,WR,2019,1,30,31,36,70,248,58,82.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,3,10.0%,1,100%,34,1.5,50,16.7,5.3,0,0.0%,1.61,16,6.5%,0.20,3.13,34,8.0,2.9,58
Tarik Cohen,CHI,RB,2017,1,36,36,30,65,315,30,46.2%,30.0%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,7,41,0,0.0%,3,1,33.3%,0,0,2,2,5.6%,1,100%,18,0.3,6,3.0,-2.5,0,0.0%,0.17,-5,-1.6%,0.07,-1.20,11,6.7,-0.8,45
Taysom Hill,NO,QB,2017,1,30,30,41,68,158,17,25.0%,-,1,1,38,0,0,100.0%,0.0%,38.0,38.0,21,21,21.0,118.8,-,3,13,0,0.0%,-,-,-,-,0,1,1,3.3%,-,100%,-,-,14,14.0,-1.0,0,0.0%,0.47,-1,-0.6%,0.05,-14.00,15,5.2,0.1,32
Teddy Bridgewater,CAR,QB,2014,1,34,34,30,67,279,67,100.0%,-,22,34,270,1,0,64.7%,2.9%,7.9,8.5,279,132,8.2,98.9,8.09,4,26,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,17.4,4.5,18
Tee Higgins,CIN,WR,2020,1,35,36,27,68,291,15,22.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,0.0%,0,-,0,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.0,0.0,120
Terry McLaurin,WAS,WR,2019,1,30,31,36,70,248,65,92.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,7,23.3%,1,71%,36,1.7,61,8.7,10.0,0,0.0%,1.97,70,28.2%,0.55,0.87,28,11.1,-0.6,36
Tevin Coleman,SF,RB,2015,1,32,33,38,62,220,6,9.7%,15.8%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,4,18,0,0.0%,2,0,33.3%,0,0,1,2,6.3%,0,50%,2,3.0,6,3.0,3.0,0,0.0%,0.18,6,2.7%,0.11,1.00,0,3.4,-0.6,63
Tim Patrick,DEN,WR,2017,1,32,33,28,59,303,50,84.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,5,15.6%,0,80%,28,1.0,29,5.8,12.4,0,0.0%,0.88,62,20.5%,0.38,0.47,7,6.9,-0.3,66
TJ Hockenson,DET,TE,2019,1,41,42,32,78,372,50,64.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,5,12.2%,1,100%,28,2.0,56,11.2,4.4,1,20.0%,1.33,22,5.9%,0.22,2.55,34,16.6,7.0,5
Todd Gurley,ATL,RB,2015,1,52,54,30,79,407,36,45.6%,63.3%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,14,56,1,7.1%,0,0,0.0%,2,0,2,5,9.6%,0,40%,14,0.1,1,0.2,0.8,0,0.0%,0.02,4,1.0%,0.15,0.25,2,13.7,-4.8,20
Tom Brady,TB,QB,2000,1,34,36,28,70,282,70,100.0%,-,23,36,239,2,2,63.9%,5.6%,6.6,5.3,282,145,7.8,78.4,-2.47,3,9,1,33.3%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,20.5,2.0,12
Tony Pollard,DAL,RB,2019,1,37,39,31,72,283,10,13.9%,16.1%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,10,0,0.0%,2,0,40.0%,0,0,2,3,8.1%,0,67%,8,2.8,22,7.3,-1.0,0,0.0%,0.56,-3,-1.1%,0.11,-7.33,23,5.2,-0.1,54
Travis Homer,SEA,RB,2019,1,35,35,25,62,215,13,21.0%,20.0%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,-1,0,0.0%,0,0,0.0%,1,0,2,2,5.7%,0,100%,6,0.7,4,2.0,-2.0,0,0.0%,0.11,-4,-1.9%,0.07,-1.00,8,2.3,-3.7,71
Travis Kelce,KC,TE,2013,1,32,32,38,69,147,61,88.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,6,6,18.8%,2,100%,30,1.7,50,8.3,2.3,1,16.7%,1.56,14,9.5%,0.35,3.57,36,17.0,5.6,4
Tre'Quan Smith,NO,WR,2017,1,30,30,41,68,158,44,64.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,1,3.3%,0,100%,24,0.2,4,4.0,4.0,0,0.0%,0.13,4,2.5%,0.07,1.00,0,1.4,0.2,107
Trent Taylor,SF,WR,2017,1,32,33,38,62,220,10,16.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,5,15.6%,3,40%,15,0.5,7,1.4,6.6,0,0.0%,0.21,33,15.0%,0.34,0.21,0,2.7,-3.8,99
TY Hilton,IND,WR,2012,1,46,46,38,74,289,59,79.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,9,19.6%,1,44%,40,1.3,53,5.9,12.1,0,0.0%,1.15,109,37.7%,0.56,0.49,1,9.3,-3.9,50
Ty Montgomery,NO,RB,2015,1,30,30,41,68,158,4,5.9%,2.4%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,-4,0,0.0%,0,0,0.0%,0,0,0,0,0.0%,0,-,1,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,-0.4,-1.5,88
Tyler Boyd,CIN,WR,2016,1,35,36,27,68,291,55,80.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,5,14.3%,0,80%,39,0.8,33,6.6,7.0,0,0.0%,0.92,35,12.0%,0.30,0.94,8,7.3,-0.2,61
Tyler Eifert,JAC,TE,2013,1,20,20,21,50,89,28,56.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,1,5.0%,0,100%,16,0.5,8,8.0,1.0,0,0.0%,0.40,1,1.1%,0.08,8.00,7,1.8,0.2,44
Tyler Ervin,GB,RB,2016,1,41,44,42,78,337,14,17.9%,9.5%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,38,0,0.0%,0,1,0.0%,0,0,1,1,2.4%,0,100%,6,1.0,6,6.0,-4.0,0,0.0%,0.14,-4,-1.2%,0.03,-1.50,10,5.4,2.7,52
Tyler Higbee,LAR,TE,2016,1,28,31,41,73,140,65,89.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,4,14.3%,0,75%,22,1.8,40,10.0,7.5,0,0.0%,1.29,30,21.4%,0.36,1.33,28,7.0,1.0,22
Tyler Lockett,SEA,WR,2015,1,35,35,25,62,215,58,93.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,8,8,22.9%,0,100%,38,2.4,92,11.5,9.6,0,0.0%,2.63,77,35.8%,0.59,1.19,15,17.2,4.9,20
Tyreek Hill,KC,WR,2016,1,32,32,38,69,147,59,85.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,6,18.8%,1,83%,29,1.6,46,7.7,8.2,1,20.0%,1.44,49,33.3%,0.51,0.94,21,15.6,4.2,24
Tyrod Taylor,LAC,QB,2011,1,29,30,34,74,335,74,100.0%,-,16,30,208,0,0,53.3%,0.0%,6.9,6.9,335,128,11.2,75.4,-3.14,6,7,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,9.0,-5.0,31
Van Jefferson,LAR,WR,2020,1,28,31,41,73,140,33,45.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,3,10.7%,0,33%,17,1.8,31,10.3,18.7,0,0.0%,1.00,56,40.0%,0.44,0.55,0,4.1,-0.1,85
Will Dissly,SEA,TE,2018,1,35,35,25,62,215,25,40.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,2,5.7%,0,100%,9,0.9,8,4.0,0.5,0,0.0%,0.23,1,0.5%,0.09,8.00,7,2.8,-0.1,37
Will Fuller,HOU,WR,2016,1,31,32,21,59,283,47,79.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,8,10,32.3%,0,80%,32,3.5,112,11.2,12.9,0,0.0%,3.50,129,45.6%,0.80,0.87,29,19.2,1.6,14
Willie Snead,BAL,WR,2014,1,25,25,23,59,252,39,66.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,4,16.0%,2,100%,20,3.2,64,16.0,11.0,0,0.0%,2.56,44,17.5%,0.36,1.45,20,10.4,9.5,43
Zach Ertz,PHI,TE,2013,1,42,42,20,68,520,58,85.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,7,16.7%,1,43%,37,0.5,18,2.6,8.1,1,33.3%,0.43,57,11.0%,0.33,0.32,4,10.8,-2.0,15
Zach Pascal,IND,WR,2017,1,46,46,38,74,289,46,62.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,3,6.5%,1,67%,30,0.6,18,6.0,10.7,0,0.0%,0.39,32,11.1%,0.18,0.56,1,3.8,-1.8,88
Zack Moss,BUF,RB,2020,1,45,46,29,87,283,39,44.8%,44.8%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,9,11,0,0.0%,0,0,0.0%,0,0,3,4,8.9%,1,75%,4,4.0,16,4.0,2.3,1,33.3%,0.35,9,3.2%,0.16,1.78,11,11.7,-7.2,27
