Player,Team,POS,Draft Year,GP,TM TAR,TM PA ATT,TM OPP,TM Snaps,TM Air YDs,Snaps,Snap %,OPP Share,Pass Comp,Pass ATT,Pass Yards,Pass TDs,Pass INT,Comp %,TD Rate,Yards/ ATT,AY/A,Passing Air Yards,Completed Air Yards,aDOT,QB Rating,CPOE,Rush ATT,Rush Yards,Rush TDs,TD Rate,Evaded Tackles,Big Runs,Juke Rate,GL ATT,FUM,REC,Targets,Target Share,RZ Targets,Catch Rate,Routes,Yards/ Route,REC Yards,Yards/ Target,Air Yards/ Target,REC TDs,TD Rate,YDs/TM Pass ATT,Air Yards,Air Yards MS,WOPR,RACR,YAC,Fantasy Points,FPOE,PPR Rank
David Njoku,CLE,TE,2017,1,35,39,31,73,376,17,23.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,3,8.6%,1,100%,10,5.0,50,16.7,16.0,1,33.3%,1.28,48,12.8%,0.22,1.04,2,14.0,6.8,6
Dawson Knox,BUF,TE,2019,1,45,46,29,87,283,56,64.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,3,6.7%,2,67%,27,1.0,26,8.7,6.0,0,0.0%,0.57,18,6.4%,0.14,1.44,17,4.6,-2.0,26
DeAndre Hopkins,ARI,WR,2013,1,37,40,29,82,192,77,93.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,14,16,43.2%,0,88%,49,3.1,151,9.4,6.4,0,0.0%,3.78,103,53.6%,1.02,1.47,67,29.1,4.0,3
Demarcus Robinson,KC,WR,2016,1,32,32,38,69,147,33,47.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,6,18.8%,2,50%,17,1.2,20,3.3,7.0,0,0.0%,0.63,42,28.6%,0.48,0.48,19,5.0,-5.5,77
Deonte Harris,NO,WR,2019,1,30,30,41,68,158,7,10.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,9,0,0.0%,-,-,-,-,0,1,1,3.3%,0,100%,3,5.7,17,17.0,-7.0,0,0.0%,0.57,-7,-4.4%,0.02,-2.43,24,3.6,1.1,94
Derek Carr,LV,QB,2014,1,28,30,41,63,182,63,100.0%,-,22,30,239,1,0,73.3%,3.3%,8.0,8.6,182,81,6.1,107.5,-0.75,0,0,0,-,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,13.6,1.7,24
Derrick Henry,TEN,RB,2016,1,40,43,36,81,264,61,75.3%,8.3%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,116,0,-,9,0,300.0%,2,0,3,3,7.5%,1,100%,21,0.7,15,5.0,1.0,0,0.0%,0.35,3,1.1%,0.12,5.00,12,16.1,-9.7,13
DeSean Jackson,PHI,WR,2008,1,42,42,20,68,520,37,54.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,7,16.7%,0,29%,30,1.5,46,6.6,30.6,0,0.0%,1.10,214,41.2%,0.54,0.21,7,6.6,-4.1,70
Deshaun Watson,HOU,QB,2017,1,31,32,21,59,283,59,100.0%,-,20,32,253,1,1,62.5%,3.1%,7.9,7.1,283,121,8.8,84.5,-1.47,6,27,1,16.7%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,20.8,2.1,11
Devante Parker,MIA,WR,2015,1,30,30,28,62,251,23,37.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,4,13.3%,0,100%,12,3.9,47,11.8,10.0,0,0.0%,1.57,40,15.9%,0.31,1.18,7,8.7,2.6,54
Devin Duvernay,BAL,WR,2020,1,25,25,23,59,252,11,18.6%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,1,4.0%,0,100%,4,3.0,12,12.0,-1.0,0,0.0%,0.48,-1,-0.4%,0.06,-12.00,13,2.2,0.7,102
Devin Singletary,BUF,RB,2019,1,45,46,29,87,283,51,58.6%,55.2%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,9,30,0,0.0%,0,0,0.0%,0,0,5,7,15.6%,2,71%,26,0.9,23,3.3,2.0,0,0.0%,0.50,14,4.9%,0.27,1.64,18,10.3,-3.4,31
Devontae Booker,LV,RB,2016,1,28,30,41,63,182,8,12.7%,17.1%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,4,29,0,0.0%,5,0,71.4%,0,0,3,3,10.7%,1,100%,3,7.7,23,7.7,0.3,0,0.0%,0.77,1,0.5%,0.16,23.00,22,8.2,1.4,40
Dion Lewis,NYG,RB,2011,1,39,41,27,68,232,6,8.8%,7.4%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,1,0,0.0%,1,0,50.0%,0,0,0,1,2.6%,0,0%,3,0.0,0,0.0,1.0,0,-,0.00,1,0.4%,0.04,0.00,0,0.1,-2.3,84
Diontae Johnson,PIT,WR,2019,1,31,32,33,64,221,55,85.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,6,10,32.3%,0,60%,33,1.7,57,5.7,6.3,0,0.0%,1.78,63,28.5%,0.68,0.90,32,11.7,-3.2,33
DJ Chark,JAC,WR,2018,1,20,20,21,50,89,42,84.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,3,15.0%,1,100%,26,1.0,25,8.3,5.3,1,33.3%,1.25,16,18.0%,0.35,1.56,9,11.5,5.7,34
DJ Moore,CAR,WR,2018,1,34,34,30,67,279,58,86.6%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,9,26.5%,1,44%,37,1.5,54,6.0,11.1,0,0.0%,1.59,100,35.8%,0.65,0.54,8,9.4,-6.2,49
DK Metcalf,SEA,WR,2019,1,35,35,25,62,215,61,98.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,8,22.9%,0,50%,39,2.4,95,11.9,14.8,1,25.0%,2.71,118,54.9%,0.73,0.81,20,19.5,7.6,13
Dontrelle Inman,WAS,WR,2011,1,30,31,36,70,248,36,51.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,5,16.7%,0,40%,27,0.8,21,4.2,14.0,0,0.0%,0.68,70,28.2%,0.45,0.30,4,4.1,-3.7,84
Drew Brees,NO,QB,2001,1,30,30,41,68,158,66,97.1%,-,18,30,160,2,0,60.0%,6.7%,5.3,6.7,137,63,4.6,96.5,-6.09,2,0,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,14.4,-3.5,23
Drew Lock,DEN,QB,2019,1,32,33,28,59,303,59,100.0%,-,22,33,216,1,0,66.7%,3.0%,6.5,7.2,303,83,9.2,95.0,1.51,3,5,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,13.1,-5.3,25
Drew Sample,CIN,TE,2019,1,35,36,27,68,291,15,22.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,1,2.9%,0,100%,8,0.9,7,7.0,0.0,0,0.0%,0.19,0,0.0%,0.04,-,7,1.7,0.3,45
Duke Johnson,HOU,RB,2015,1,31,32,21,59,283,14,23.7%,28.6%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,5,14,0,0.0%,1,0,16.7%,0,0,0,1,3.2%,0,0%,4,0.0,0,0.0,1.0,0,-,0.00,1,0.4%,0.05,0.00,0,1.4,-2.5,76
Dwayne Haskins,WAS,QB,2019,1,30,31,36,70,248,70,100.0%,-,17,31,178,1,0,54.8%,3.2%,5.7,6.4,248,83,8.0,82.5,-6.57,7,17,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,12.8,-4.5,27
Emmanuel Sanders,NO,WR,2010,1,30,30,41,68,158,33,48.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,5,16.7%,4,60%,23,0.7,15,3.0,4.8,1,33.3%,0.50,24,15.2%,0.36,0.63,6,10.5,-1.6,42
Eric Ebron,PIT,TE,2014,1,31,32,33,64,221,40,62.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,2,6.5%,0,50%,24,0.8,18,9.0,19.5,0,0.0%,0.56,39,17.6%,0.22,0.46,2,2.8,-0.7,36
Evan Engram,NYG,TE,2017,1,39,41,27,68,232,64,94.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,7,17.9%,2,29%,43,0.2,9,1.3,4.7,0,0.0%,0.22,33,14.2%,0.37,0.27,3,2.9,-10.0,35
Ezekiel Elliott,DAL,RB,2016,1,37,39,31,72,283,63,87.5%,83.9%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,22,96,1,4.5%,10,0,38.5%,2,0,3,4,10.8%,1,75%,28,1.1,31,7.8,1.8,1,33.3%,0.79,7,2.5%,0.18,4.43,27,27.7,6.2,3
Frank Gore,NYJ,RB,2005,1,33,35,19,56,265,14,25.0%,31.6%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,6,24,0,0.0%,0,0,0.0%,0,0,0,0,0.0%,0,-,2,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,2.4,-0.3,70
Gabriel Davis,BUF,WR,2020,1,45,46,29,87,283,43,49.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,2,4.4%,0,100%,22,0.7,16,8.0,4.0,0,0.0%,0.35,8,2.8%,0.09,2.00,8,3.6,0.6,92
Gardner Minshew,JAC,QB,2019,1,20,20,21,50,89,50,100.0%,-,19,20,173,3,0,95.0%,15.0%,8.7,11.7,89,75,4.5,142.3,-2.23,5,19,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,20.8,10.9,10
George Kittle,SF,TE,2017,1,32,33,38,62,220,61,98.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,9,0,0.0%,-,-,-,-,0,4,5,15.6%,1,80%,31,1.4,44,8.8,5.2,0,0.0%,1.33,26,11.8%,0.32,1.69,16,9.3,-0.1,17
Gerald Everett,LAR,TE,2017,1,28,31,41,73,140,24,32.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,2,7.1%,0,50%,7,1.0,7,3.5,8.0,0,0.0%,0.23,16,11.4%,0.19,0.44,1,1.7,-1.4,46
Giovani Bernard,CIN,RB,2013,1,35,36,27,68,291,20,29.4%,22.2%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,7,0,0.0%,1,0,16.7%,0,0,4,5,14.3%,1,80%,10,2.1,21,4.2,-0.6,0,0.0%,0.58,-3,-1.0%,0.21,-7.00,23,6.8,-1.2,44
Golden Tate,NYG,WR,2010,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Greg Olsen,SEA,TE,2007,1,35,35,25,62,215,41,66.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,4,11.4%,1,100%,22,1.1,24,6.0,4.8,1,25.0%,0.69,19,8.8%,0.23,1.26,5,12.4,4.6,11
Greg Ward,PHI,WR,2017,1,42,42,20,68,520,30,44.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,7,16.7%,0,29%,25,1.8,46,6.6,5.1,0,0.0%,1.10,36,6.9%,0.30,1.28,14,6.6,-2.3,71
Gus Edwards,BAL,RB,2018,1,25,25,23,59,252,15,25.4%,17.4%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,4,17,0,0.0%,0,0,0.0%,0,0,0,0,0.0%,0,-,1,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,1.7,0.0,74
Harrison Bryant,CLE,TE,2020,1,35,39,31,73,376,31,42.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,2,5.7%,0,50%,12,0.4,5,2.5,4.5,0,0.0%,0.13,9,2.4%,0.10,0.56,0,1.5,-1.4,47
Hayden Hurst,ATL,TE,2018,1,52,54,30,79,407,62,78.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,5,9.6%,0,60%,45,0.8,38,7.6,7.6,0,0.0%,0.70,38,9.3%,0.21,1.00,25,6.8,-0.7,23
Henry Ruggs,LV,WR,2020,1,28,30,41,63,182,42,66.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,11,0,0.0%,-,-,-,-,0,3,5,17.9%,0,60%,21,2.6,55,11.0,18.6,0,0.0%,1.83,93,51.1%,0.63,0.59,25,9.6,0.4,47
Hunter Henry,LAC,TE,2016,1,29,30,34,74,335,59,79.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,8,27.6%,2,63%,29,2.5,73,9.1,9.1,0,0.0%,2.43,73,21.8%,0.57,1.00,33,12.3,-1.4,12
Hunter Renfrow,LV,WR,2019,1,28,30,41,63,182,30,47.6%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,2,7.1%,1,100%,17,1.2,21,10.5,3.0,0,0.0%,0.70,6,3.3%,0.13,3.50,15,4.1,0.7,86
Ian Thomas,CAR,TE,2018,1,34,34,30,67,279,44,65.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,2,5.9%,0,100%,27,0.6,16,8.0,6.0,0,0.0%,0.47,12,4.3%,0.12,1.33,4,3.6,0.1,30
Irv Smith,MIN,TE,2019,1,25,25,18,52,267,31,59.6%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,1,4.0%,0,100%,16,0.7,11,11.0,11.0,0,0.0%,0.44,11,4.1%,0.09,1.00,0,2.1,0.5,42
Isaiah Ford,MIA,WR,2017,1,30,30,28,62,251,46,74.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,4,13.3%,0,50%,29,0.4,13,3.3,6.5,0,0.0%,0.43,26,10.4%,0.27,0.50,3,3.3,-2.9,95
Isaiah McKenzie,BUF,WR,2017,1,45,46,29,87,283,19,21.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,3,6.7%,1,100%,9,1.9,17,5.7,0.0,0,0.0%,0.37,0,0.0%,0.10,-,17,4.7,0.1,80
Ito Smith,ATL,RB,2018,1,52,54,30,79,407,20,25.3%,13.3%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,4,0,0.0%,0,0,0.0%,0,0,3,3,5.8%,2,100%,17,0.1,2,0.7,-0.7,0,0.0%,0.04,-2,-0.5%,0.08,-1.00,4,3.6,-3.1,62
Jace Sternberger,GB,TE,2019,1,41,44,42,78,337,12,15.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,1,2.4%,0,0%,5,0.0,0,0.0,-21.0,0,-,0.00,-21,-6.2%,-0.01,0.00,0,0.0,-1.7,52
Jack Doyle,IND,TE,2013,1,46,46,38,74,289,54,73.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,4,8.7%,1,75%,33,1.5,49,12.3,10.8,0,0.0%,1.07,43,14.9%,0.23,1.14,18,7.9,-6.3,19
Jacob Hollister,SEA,TE,2017,1,35,35,25,62,215,11,17.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,1,2.9%,0,100%,6,1.5,9,9.0,2.0,0,0.0%,0.26,2,0.9%,0.05,4.50,7,1.9,0.4,43
Jakeem Grant,MIA,WR,2016,1,30,30,28,62,251,33,53.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,4,13.3%,0,75%,21,1.2,25,6.3,7.0,0,0.0%,0.83,28,11.2%,0.28,0.89,5,5.5,-0.8,74
Jakobi Meyers,NE,WR,2019,1,19,19,31,64,101,7,10.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,0.0%,0,-,0,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.0,0.0,117
Jalen Guyton,LAC,WR,2019,1,29,30,34,74,335,47,63.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,1,3.4%,0,100%,23,0.7,16,16.0,14.0,0,0.0%,0.53,14,4.2%,0.08,1.14,2,2.6,1.4,100
Jalen Reagor,PHI,WR,2020,1,42,42,20,68,520,40,58.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,4,9.5%,0,25%,30,1.8,55,13.8,34.0,0,0.0%,1.31,136,26.2%,0.33,0.40,3,6.5,0.8,72
Jalen Richard,LV,RB,2016,1,28,30,41,63,182,7,11.1%,2.4%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,0.0%,0,0,1,1,3.6%,0,100%,3,5.0,15,15.0,6.0,0,0.0%,0.50,6,3.3%,0.08,2.50,9,2.5,1.1,69
Jamaal Williams,GB,RB,2017,1,41,44,42,78,337,31,39.7%,26.2%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,7,21,0,0.0%,1,0,9.1%,1,0,4,4,9.8%,1,100%,15,1.4,21,5.3,-1.5,0,0.0%,0.48,-6,-1.8%,0.13,-3.50,27,8.2,-3.4,42
James Conner,PIT,RB,2017,1,31,32,33,64,221,15,23.4%,30.3%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,6,9,0,0.0%,2,0,20.0%,0,0,2,4,12.9%,0,50%,9,0.9,8,2.0,-0.5,0,0.0%,0.25,-2,-0.9%,0.19,-4.00,8,3.7,-5.4,61
James O'Shaughnessy,JAC,TE,2015,1,20,20,21,50,89,20,40.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,1,5.0%,0,100%,8,0.0,0,0.0,-2.0,0,0.0%,0.00,-2,-2.2%,0.06,0.00,2,1.0,-0.4,49
James Robinson,JAC,RB,2020,1,20,20,21,50,89,34,68.0%,81.0%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,16,62,0,0.0%,6,0,35.3%,0,0,1,1,5.0%,0,100%,11,2.5,28,28.0,-5.0,0,0.0%,1.40,-5,-5.6%,0.04,-5.60,33,10.0,0.8,34
James Washington,PIT,WR,2018,1,31,32,33,64,221,37,57.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,3,9.7%,1,67%,25,1.4,34,11.3,15.3,1,50.0%,1.06,46,20.8%,0.29,0.74,14,11.4,6.7,35
James White,NE,RB,2014,1,19,19,31,64,101,19,29.7%,25.8%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,5,22,0,0.0%,2,0,25.0%,0,0,3,3,15.8%,0,100%,6,5.0,30,10.0,1.7,0,0.0%,1.58,5,5.0%,0.27,6.00,25,8.2,1.6,41
Jamison Crowder,NYJ,WR,2015,1,33,35,19,56,265,48,85.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,7,13,39.4%,1,54%,38,3.0,115,8.8,8.4,1,14.3%,3.29,109,41.1%,0.88,1.06,85,24.5,3.3,8
Jared Cook,NO,TE,2009,1,30,30,41,68,158,44,64.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,7,23.3%,1,71%,21,3.8,80,11.4,9.4,0,0.0%,2.67,66,41.8%,0.64,1.21,19,13.0,2.2,10
Jared Goff,LAR,QB,2016,1,28,31,41,73,140,73,100.0%,-,20,31,275,0,1,64.5%,0.0%,8.9,7.4,140,80,4.5,79.4,-0.07,4,15,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,10.5,-2.1,29
Jarvis Landry,CLE,WR,2014,1,35,39,31,73,376,52,71.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,6,17.1%,0,83%,33,1.8,61,10.2,12.7,0,0.0%,1.56,76,20.2%,0.40,0.80,4,11.1,1.6,37
Jason Huntley,PHI,RB,2020,1,42,42,20,68,520,1,1.5%,5.0%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,1,0,0.0%,0,0,0.0%,0,0,0,0,0.0%,0,-,0,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.1,-0.3,83
Jason Witten,LV,TE,2003,1,28,30,41,63,182,28,44.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,1,3.6%,1,100%,7,0.3,2,2.0,2.0,0,0.0%,0.07,2,1.1%,0.06,1.00,0,1.2,-2.1,48
Jaylen Samuels,PIT,RB,2018,1,31,32,33,64,221,20,31.3%,6.1%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,2,0,0.0%,0,0,0.0%,0,0,1,1,3.2%,0,100%,19,0.1,1,1.0,-2.0,0,0.0%,0.03,-2,-0.9%,0.04,-0.50,3,1.3,-0.7,78
JD McKissic,WAS,RB,2016,1,30,31,36,70,248,31,44.3%,22.2%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,-2,0,0.0%,0,0,0.0%,0,0,1,5,16.7%,2,20%,0,-,1,0.2,5.4,0,0.0%,0.03,27,10.9%,0.33,0.04,0,0.9,-9.5,80
Jeff Driskel,DEN,QB,2016,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,0,0,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,0,-,-,-,-,-,-,-,0.0,0.0,-
Jeffrey Wilson,SF,RB,2018,1,32,33,38,62,220,0,0.0%,0.0%,0,0,0,0,0,-,-,-,-,0,0,-,-,-,0,0,0,-,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,0.0,0.0,
Jeremy McNichols,TEN,RB,2017,1,40,43,36,81,264,13,16.0%,2.8%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,0.0%,0,0,0,1,2.5%,0,0%,11,0.0,0,0.0,0.0,0,-,0.00,0,0.0%,0.04,-,0,0.0,-1.3,87
Jerick McKinnon,SF,RB,2014,1,32,33,38,62,220,19,30.6%,21.1%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,24,0,0.0%,2,1,25.0%,0,0,3,5,15.6%,2,60%,13,1.5,20,4.0,5.8,1,33.3%,0.61,29,13.2%,0.33,0.69,17,13.4,3.1,22
Jerry Jeudy,DEN,WR,2020,1,32,33,28,59,303,44,74.6%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,8,25.0%,0,50%,28,2.0,56,7.0,12.5,0,0.0%,1.70,100,33.0%,0.61,0.56,29,9.6,-2.9,46
Jimmy Garoppolo,SF,QB,2014,1,32,33,38,62,220,62,100.0%,-,19,33,259,2,0,57.6%,6.1%,7.8,9.1,220,98,6.7,103.0,-2.87,1,9,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,19.3,3.9,16
Jimmy Graham,CHI,TE,2010,1,36,36,30,65,315,52,80.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,7,19.4%,3,43%,31,0.8,25,3.6,-0.1,1,33.3%,0.69,-1,-0.3%,0.29,-25.00,13,11.5,-2.6,14
JJ Arcega-Whiteside,PHI,WR,2019,1,42,42,20,68,520,28,41.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,0.0%,0,-,0,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.0,0.0,113
JJ Taylor,NE,RB,2020,1,19,19,31,64,101,9,14.1%,16.1%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,4,28,0,0.0%,1,0,20.0%,0,0,1,1,5.3%,0,100%,1,4.0,4,4.0,-4.0,0,0.0%,0.21,-4,-4.0%,0.05,-1.00,8,4.2,1.0,58
JK Dobbins,BAL,RB,2020,1,25,25,23,59,252,23,39.0%,30.4%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,7,22,2,28.6%,1,0,14.3%,2,0,0,0,0.0%,0,-,8,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,14.2,7.4,19
Joe Burrow,CIN,QB,2020,1,35,36,27,68,291,68,100.0%,-,23,36,193,0,1,63.9%,0.0%,5.4,4.1,291,110,8.1,66.1,11.35,8,46,1,12.5%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,16.3,-1.1,20
Joe Mixon,CIN,RB,2017,1,35,36,27,68,291,40,58.8%,77.8%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,19,69,0,0.0%,6,0,28.6%,0,1,1,2,5.7%,0,50%,17,0.1,2,1.0,-4.5,0,0.0%,0.06,-9,-3.1%,0.06,-0.22,8,6.1,-3.6,49
Joe Reed,LAC,WR,2020,1,29,30,34,74,335,3,4.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,0.0%,0,-,1,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,8,0.0,0.0,119
John Brown,BUF,WR,2014,1,45,46,29,87,283,81,93.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,6,10,22.2%,3,60%,50,1.4,70,7.0,10.2,1,16.7%,1.52,102,36.0%,0.59,0.69,28,19.0,0.3,15
John Hightower,PHI,WR,2020,1,42,42,20,68,520,27,39.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,4,9.5%,1,25%,19,-0.1,-2,-0.5,8.0,0,0.0%,-0.05,32,6.2%,0.19,-0.06,0,0.8,-5.3,110
John Ross,CIN,WR,2017,1,35,36,27,68,291,57,83.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,5,14.3%,0,40%,37,0.5,17,3.4,12.4,0,0.0%,0.47,62,21.3%,0.36,0.27,3,3.7,-4.2,89
Jonathan Taylor,IND,RB,2020,1,46,46,38,74,289,26,35.1%,39.5%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,9,22,0,0.0%,2,0,13.3%,1,0,6,6,13.0%,2,100%,12,5.6,67,11.2,-3.3,0,0.0%,1.46,-20,-6.9%,0.15,-3.35,87,14.9,0.2,16
