Player,Team,POS,Draft Year,GP,TM TAR,TM PA ATT,TM OPP,TM Snaps,TM Air YDs,Snaps,Snap %,OPP Share,Weight OPP,Pass Comp,Pass ATT,Pass Yards,Pass TDs,Pass INT,Comp %,TD Rate,Yards/ ATT,AY/A,Passing Air Yards,Completed Air Yards,aDOT,QB Rating,CPOE,Rush ATT,Rush Yards,Rush TDs,TD Rate,YPC,Evaded Tackles,Big Runs,Juke Rate,GL ATT,FUM,REC,Targets,Target Share,RZ Targets,Catch Rate,Routes,Yards/ Route,REC Yards,Yards/REC,Yards/ Target,Air Yards/ Target,REC TDs,TD Rate,YDs/TM Pass ATT,Air Yards,Air Yards MS,WOPR,RACR,YAC,Touches,SCRIM Yards,SCRIM TDs,SCRIM YDs/Play,Fantasy Points,FPOE,PPR Rank
Dante Pettis,SF,WR,2018,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,3,0,0,-,0.0,0.0,-
Darius Slayton,NYG,WR,2019,1,29,33,34,68,188,64,94.1%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,8,11,37.9%,1,73%,34,3.8,129,16.1,11.7,13.2,0,0.0%,3.91,145,77.1%,1.11,0.89,40,2,129,0,1.90,20.9,3.8,11
Darnell Mooney,CHI,WR,2020,1,42,42,21,63,292,41,65.1%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,5,11.9%,0,40%,33,0.5,15,7.5,3.0,9.2,0,0.0%,0.36,46,15.8%,0.29,0.33,4,5,15,0,0.24,3.5,-4.2,75
Darrel Williams,KC,RB,2018,1,42,43,27,72,412,29,40.3%,22.2%,8.5,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,4,0,0.0%,4.0,0,0,0.0%,0,0,1,5,11.9%,1,20%,22,0.7,15,15.0,3.0,-1.6,0,0.0%,0.35,-8,-1.9%,0.16,-1.88,14,1,19,0,0.26,2.9,-4.0,48
Darrell Henderson,LAR,RB,2019,1,29,30,38,68,188,29,42.6%,50.0%,15.1,0,0,0,0,0,-,-,-,-,-,-,-,-,-,15,38,1,6.7%,2.5,1,0,5.6%,1,0,3,4,13.8%,2,75%,13,2.3,30,10.0,7.5,-1.3,1,33.3%,1.00,-5,-2.7%,0.19,-6.00,29,15,68,2,1.00,21.8,3.0,6
Darren Fells,HOU,TE,2013,1,35,35,25,58,329,50,86.2%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,2,5.7%,0,100%,25,2.3,57,28.5,28.5,14.0,1,50.0%,1.63,28,8.5%,0.15,2.04,29,0,57,1,0.98,13.7,10.6,6
Darren Waller,LV,TE,2015,1,30,31,44,70,271,64,91.4%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,5,7,23.3%,1,71%,29,1.7,48,9.6,6.9,5.7,1,20.0%,1.55,40,14.8%,0.45,1.20,38,2,48,1,0.69,15.8,4.7,4
Darrynton Evans,TEN,RB,2020,1,28,28,33,66,181,5,7.6%,6.1%,1.2,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,12,0,0.0%,6.0,0,0,0.0%,0,0,0,0,0.0%,0,-,2,0.0,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,9,12,0,0.18,1.2,0.2,58
Darwin Thompson,KC,RB,2019,1,42,43,27,72,412,0,0.0%,0.0%,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,0.0%,0,-,0,-,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,0,0,0,0.00,0.0,0.0,64
Davante Adams,GB,WR,2014,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,1,0,0,-,0.0,0.0,-
David Johnson,HOU,RB,2015,1,35,35,25,58,329,45,77.6%,84.0%,16.2,0,0,0,0,0,-,-,-,-,-,-,-,-,-,17,96,0,0.0%,5.6,6,1,31.6%,0,0,2,4,11.4%,1,50%,23,0.3,7,3.5,1.8,5.8,0,0.0%,0.20,23,7.0%,0.22,0.30,10,18,103,0,1.78,12.3,-1.1,24
David Montgomery,CHI,RB,2019,1,42,42,21,63,292,51,81.0%,85.7%,18.5,0,0,0,0,0,-,-,-,-,-,-,-,-,-,10,29,1,10.0%,2.9,2,0,11.8%,1,0,7,8,19.0%,0,88%,31,1.0,30,4.3,3.8,0.1,0,0.0%,0.71,1,0.3%,0.29,30.00,32,16,59,1,0.94,18.9,2.2,13
David Moore,SEA,WR,2017,1,30,32,18,54,391,23,42.6%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,3,10.0%,0,0%,17,0.0,0,-,0.0,23.0,0,-,0.00,69,17.6%,0.27,0.00,0,2,0,0,0.00,0.0,-4.7,91
David Njoku,CLE,TE,2017,1,38,38,36,73,340,21,28.8%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,1,2.6%,0,100%,10,0.6,6,6.0,6.0,4.0,0,0.0%,0.16,4,1.2%,0.05,1.50,2,2,6,0,0.08,1.6,0.4,30
Dawson Knox,BUF,TE,2019,1,45,46,22,72,388,25,34.7%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,3,6.7%,0,33%,14,1.1,15,15.0,5.0,4.0,0,0.0%,0.33,12,3.1%,0.12,1.25,14,0,15,0,0.21,2.5,-1.7,27
DeAndre Hopkins,ARI,WR,2013,1,35,37,28,75,294,65,86.7%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,6,7,20.0%,0,86%,33,4.0,131,21.8,18.7,8.4,1,16.7%,3.54,59,20.1%,0.44,2.22,79,0,131,1,1.75,25.1,14.1,7
Deebo Samuel,SF,WR,2019,1,35,35,28,64,316,57,89.1%,-,-,0,0,0,0,0,-,-,-,-,,,,,,,,,,-,-,-,,-,,2,8,22.9%,0,25%,36,0.5,19,9.5,2.4,0.0,0,0.0%,0.54,,0.0%,0.34,-,18,1,19,0,0.30,3.9,-8.9,72
Demarcus Robinson,KC,WR,2016,1,42,43,27,72,412,49,68.1%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,4,9.5%,1,50%,38,0.1,2,1.0,0.5,10.3,0,0.0%,0.05,41,10.0%,0.21,0.05,6,0,2,0,0.03,2.2,-4.3,82
Deonte Harris,NO,WR,2019,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Derek Carr,LV,QB,2014,1,30,31,44,70,271,70,100.0%,-,-,22,31,347,3,1,71.0%,9.7%,11.2,11.7,271,166,8.7,126.7,8.40,4,1,0,0.0%,0.3,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,6,1,0,0.01,24.0,13.2,9
Derrick Henry,TEN,RB,2016,1,28,28,33,66,181,34,51.5%,63.6%,14.2,0,0,0,0,0,-,-,-,-,-,-,-,-,-,19,57,2,10.5%,3.0,3,0,15.0%,2,0,1,2,7.1%,0,50%,10,0.6,6,6.0,3.0,-1.5,0,0.0%,0.21,-3,-1.7%,0.10,-2.00,4,21,63,2,0.95,19.3,1.9,12
DeSean Jackson,PHI,WR,2008,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,1,0,0,-,0.0,0.0,-
Deshaun Watson,HOU,QB,2017,1,35,35,25,58,329,58,100.0%,-,-,25,35,359,3,2,71.4%,8.6%,10.3,9.4,329,223,9.4,109.1,6.50,2,25,0,0.0%,12.5,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,4,25,0,0.43,24.9,12.8,6
Devante Parker,MIA,WR,2015,1,27,28,24,67,268,53,79.1%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,3,11.1%,0,67%,31,1.6,50,25.0,16.7,15.0,1,50.0%,1.79,45,16.8%,0.28,1.11,4,1,50,1,0.75,13.0,8.3,26
Devin Duvernay,BAL,WR,2020,1,36,37,29,63,318,18,28.6%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,42,0,0.0%,42.0,-,-,-,-,0,2,2,5.6%,0,100%,12,1.4,17,8.5,8.5,3.5,0,0.0%,0.46,7,2.2%,0.10,2.43,10,3,59,0,0.94,7.9,2.1,50
Devin Singletary,BUF,RB,2019,1,45,46,22,72,388,45,62.5%,54.5%,8.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,11,25,0,0.0%,2.3,4,0,33.3%,0,0,1,1,2.2%,0,100%,25,0.3,8,8.0,8.0,2.0,0,0.0%,0.17,2,0.5%,0.04,4.00,6,12,33,0,0.46,4.3,-2.3,43
Devonta Freeman,NYG,RB,2014,1,29,33,34,68,188,37,54.4%,58.8%,14.6,0,0,0,0,0,-,-,-,-,-,-,-,-,-,17,60,1,5.9%,3.5,2,0,10.5%,0,0,2,3,10.3%,0,67%,11,2.5,27,13.5,9.0,-4.7,0,0.0%,0.82,-14,-7.4%,0.10,-1.93,48,20,87,1,1.28,16.7,3.1,15
Devontae Booker,LV,RB,2016,1,30,31,44,70,271,15,21.4%,18.2%,5.7,0,0,0,0,0,-,-,-,-,-,-,-,-,-,7,62,0,0.0%,8.9,1,1,12.5%,0,0,1,1,3.3%,0,100%,2,2.5,5,5.0,5.0,3.0,0,0.0%,0.16,3,1.1%,0.06,1.67,2,11,67,0,0.96,7.7,3.1,31
Dion Lewis,NYG,RB,2011,1,29,33,34,68,188,20,29.4%,11.8%,6.4,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0.0%,0,0,2,4,13.8%,0,50%,12,0.1,1,0.5,0.3,1.5,0,0.0%,0.03,6,3.2%,0.23,0.17,4,6,1,0,0.01,2.1,-3.0,54
Diontae Johnson,PIT,WR,2019,1,34,34,33,75,196,6,8.0%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,1,2.9%,0,100%,4,-0.5,-2,-2.0,-2.0,-1.0,0,0.0%,-0.06,-1,-0.5%,0.04,2.00,-1,1,-2,0,-0.03,0.8,-0.7,84
DJ Chark,JAC,WR,2018,1,44,49,26,75,295,50,66.7%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,3,4,9.1%,2,75%,33,0.5,16,5.3,4.0,5.3,0,0.0%,0.33,21,7.1%,0.19,0.76,1,0,16,0,0.21,4.6,-2.9,69
DJ Moore,CAR,WR,2018,1,35,37,34,65,254,51,78.5%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,4,5,14.3%,0,80%,32,2.9,93,23.3,18.6,16.2,1,25.0%,2.51,81,31.9%,0.44,1.15,41,0,93,1,1.43,19.3,11.4,18
DK Metcalf,SEA,WR,2019,1,30,32,18,54,391,52,96.3%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,6,11,36.7%,4,55%,35,2.7,93,15.5,8.5,17.2,2,33.3%,2.91,189,48.3%,0.89,0.49,11,2,93,2,1.72,27.3,5.4,5
Dontrelle Inman,WAS,WR,2011,1,28,30,25,54,139,31,57.4%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,1,3.6%,0,100%,25,-0.1,-2,-2.0,-2.0,-5.0,0,0.0%,-0.07,-5,-3.6%,0.03,0.40,3,1,-2,0,-0.04,0.8,-0.8,85
Drew Brees,NO,QB,2001,1,47,47,33,76,325,72,94.7%,-,-,33,47,325,1,1,70.2%,2.1%,6.9,6.4,322,221,6.9,87.6,0.40,1,1,1,100.0%,1.0,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,1,1,1,0.01,21.1,-1.5,11
Drew Lock,DEN,QB,2019,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,0,12,0,0,-,0.0,0.0,-
Drew Sample,CIN,TE,2019,1,29,30,35,67,220,63,94.0%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,2,6.9%,0,100%,26,0.8,22,11.0,11.0,10.5,0,0.0%,0.73,21,9.5%,0.17,1.05,1,5,22,0,0.33,4.2,1.0,22
Duke Johnson,HOU,RB,2015,1,35,35,25,58,329,17,29.3%,16.0%,3.3,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,8,0,0.0%,2.7,0,0,0.0%,0,0,1,1,2.9%,0,100%,10,1.1,11,11.0,11.0,0.0,0,0.0%,0.31,0,0.0%,0.04,-,11,4,19,0,0.33,2.9,0.2,47
Dwayne Haskins,WAS,QB,2019,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,0,1,0,0,-,0.0,0.0,-
Emmanuel Sanders,NO,WR,2010,1,47,47,33,76,325,45,59.2%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,12,14,29.8%,3,86%,37,3.3,122,10.2,8.7,8.1,0,0.0%,2.60,114,35.1%,0.69,1.07,18,0,122,0,1.61,24.2,0.0,8
Eric Ebron,PIT,TE,2014,1,34,34,33,75,196,58,77.3%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,5,6,17.6%,0,83%,27,1.6,43,8.6,7.2,7.2,0,0.0%,1.26,43,21.9%,0.42,1.00,10,5,43,0,0.57,7.3,0.9,17
Evan Engram,NYG,TE,2017,1,29,33,34,68,188,55,80.9%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,9,1,50.0%,4.5,-,-,-,-,0,1,2,6.9%,0,50%,28,0.6,16,16.0,8.0,5.0,0,0.0%,0.48,10,5.3%,0.14,1.60,10,2,25,1,0.37,9.5,-0.3,13
Ezekiel Elliott,DAL,RB,2016,1,33,33,32,66,237,54,81.8%,68.8%,14.8,0,0,0,0,0,-,-,-,-,-,-,-,-,-,20,91,2,10.0%,4.6,3,0,14.3%,2,0,1,2,6.1%,0,50%,27,0.5,14,14.0,7.0,3.0,0,0.0%,0.42,6,2.5%,0.11,2.33,14,24,105,2,1.59,23.5,5.0,4
Frank Gore,NYJ,RB,2005,1,31,33,25,69,322,23,33.3%,36.0%,5.2,0,0,0,0,0,-,-,-,-,-,-,-,-,-,9,30,0,0.0%,3.3,1,0,11.1%,0,0,0,0,0.0%,0,-,9,0.0,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,13,30,0,0.43,3.0,-1.1,46
Gabriel Davis,BUF,WR,2020,1,45,46,22,72,388,72,100.0%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,5,9,20.0%,2,56%,46,1.3,58,11.6,6.4,13.9,0,0.0%,1.26,125,32.2%,0.53,0.46,8,1,58,0,0.81,10.8,-3.1,39
Gardner Minshew,JAC,QB,2019,1,44,49,26,75,295,75,100.0%,-,-,31,49,301,2,0,63.3%,4.1%,6.1,7.0,295,143,6.0,94.0,2.10,4,18,0,0.0%,4.5,-,-,-,-,1,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,8,18,0,0.24,19.8,-4.8,13
George Kittle,SF,TE,2017,1,35,35,28,64,316,64,100.0%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,4,8,22.9%,0,50%,30,1.5,44,11.0,5.5,5.5,0,0.0%,1.26,44,13.9%,0.44,1.00,21,1,44,0,0.69,8.4,-4.1,15
Gerald Everett,LAR,TE,2017,1,29,30,38,68,188,30,44.1%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,4,4,13.8%,0,100%,8,11.3,90,22.5,22.5,4.8,0,0.0%,3.00,19,10.1%,0.28,4.74,71,4,90,0,1.32,13.0,7.6,8
Giovani Bernard,CIN,RB,2013,1,29,30,35,67,220,16,23.9%,5.7%,3.2,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0.0%,0,0,1,2,6.9%,0,50%,10,0.4,4,4.0,2.0,-1.0,0,0.0%,0.13,-2,-0.9%,0.10,-2.00,3,0,4,0,0.06,1.4,-1.7,57
Golden Tate,NYG,WR,2010,1,29,33,34,68,188,40,58.8%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,4,5,17.2%,0,80%,25,1.7,42,10.5,8.4,7.6,0,0.0%,1.27,38,20.2%,0.40,1.11,14,0,42,0,0.62,8.2,0.6,48
Greg Olsen,SEA,TE,2007,1,30,32,18,54,391,45,83.3%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,1,3.3%,0,100%,26,0.8,20,20.0,20.0,15.0,0,0.0%,0.63,15,3.8%,0.08,1.33,5,2,20,0,0.37,3.0,1.6,24
Greg Ward,PHI,WR,2017,1,36,36,16,59,474,41,69.5%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,4,5,13.9%,2,80%,31,0.8,26,6.5,5.2,6.0,1,25.0%,0.72,30,6.3%,0.25,0.87,1,2,26,1,0.44,12.6,3.9,30
Gus Edwards,BAL,RB,2018,1,36,37,29,63,318,25,39.7%,34.5%,8.8,0,0,0,0,0,-,-,-,-,-,-,-,-,-,7,25,0,0.0%,3.6,0,0,0.0%,0,0,0,3,8.3%,0,0%,15,0.0,0,-,0.0,5.7,0,-,0.00,17,5.3%,0.16,0.00,0,11,25,0,0.40,2.5,-4.7,50
Harrison Bryant,CLE,TE,2020,1,38,38,36,73,340,29,39.7%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,1,2.6%,0,0%,8,0.0,0,-,0.0,22.0,0,-,0.00,22,6.5%,0.08,0.00,0,1,0,0,0.00,0.0,-1.6,35
Hayden Hurst,ATL,TE,2018,1,35,37,31,65,284,54,83.1%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,6,17.1%,1,33%,33,0.2,8,4.0,1.3,9.2,0,0.0%,0.22,55,19.4%,0.39,0.15,1,0,8,0,0.12,2.8,-7.8,25
Henry Ruggs,LV,WR,2020,1,30,31,44,70,271,45,64.3%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,3,10.0%,0,67%,20,5.9,118,59.0,39.3,30.7,1,50.0%,3.81,92,33.9%,0.39,1.28,39,4,118,1,1.69,19.8,15.3,15
Hunter Henry,LAC,TE,2016,1,32,34,35,71,264,67,94.4%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,4,8,25.0%,1,50%,30,0.8,23,5.8,2.9,7.3,1,25.0%,0.68,58,22.0%,0.53,0.40,4,2,23,1,0.32,12.3,-0.5,9
Hunter Renfrow,LV,WR,2019,1,30,31,44,70,271,24,34.3%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,1,3.3%,0,100%,15,2.8,42,42.0,42.0,25.0,0,0.0%,1.35,25,9.2%,0.11,1.68,17,4,42,0,0.60,5.2,3.9,65
Ian Thomas,CAR,TE,2018,1,35,37,34,65,254,42,64.6%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,1,2.9%,0,0%,28,0.0,0,-,0.0,10.0,0,-,0.00,10,3.9%,0.07,0.00,0,1,0,0,0.00,0.0,-1.5,36
Irv Smith,MIN,TE,2019,1,38,39,50,87,271,59,67.8%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,4,5,13.2%,1,80%,31,2.1,64,16.0,12.8,10.6,0,0.0%,1.64,53,19.6%,0.33,1.21,11,0,64,0,0.74,10.4,3.3,12
Isaiah Ford,MIA,WR,2017,1,27,28,24,67,268,24,35.8%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,2,7.4%,1,100%,20,1.2,23,11.5,11.5,11.5,0,0.0%,0.82,23,8.6%,0.17,1.00,0,0,23,0,0.34,4.3,1.1,70
Isaiah McKenzie,BUF,WR,2017,1,45,46,22,72,388,22,30.6%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,4,4,8.9%,1,100%,18,0.4,7,1.8,1.8,-0.3,1,25.0%,0.15,-1,-0.3%,0.13,-7.00,8,0,7,1,0.10,10.7,1.6,40
Isaiah Wright,WAS,WR,2020,1,28,30,25,54,139,42,77.8%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,1,3.6%,0,100%,31,0.1,3,3.0,3.0,5.0,0,0.0%,0.10,5,3.6%,0.08,0.60,-2,0,3,0,0.06,1.3,-0.4,83
Ito Smith,ATL,RB,2018,1,35,37,31,65,284,9,13.8%,9.7%,1.7,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,6,0,0.0%,2.0,1,0,33.3%,0,0,0,0,0.0%,0,-,4,0.0,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,4,6,0,0.09,0.6,-0.6,60
Jace Sternberger,GB,TE,2019,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Jack Doyle,IND,TE,2013,1,32,33,24,56,263,34,60.7%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,2,6.3%,0,0%,16,0.0,0,-,0.0,6.0,0,-,0.00,12,4.6%,0.13,0.00,0,1,0,0,0.00,0.0,-2.6,37
Jacob Hollister,SEA,TE,2017,1,30,32,18,54,391,3,5.6%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,0.0%,0,-,0,-,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,0,0,0,0.00,0.0,0.0,38
Jakeem Grant,MIA,WR,2016,1,27,28,24,67,268,14,20.9%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,-12,0,0.0%,-12.0,-,-,-,-,0,1,3,11.1%,0,33%,7,0.9,6,6.0,2.0,9.0,0,0.0%,0.21,27,10.1%,0.24,0.22,0,5,-6,0,-0.09,0.4,-4.7,87
Jakobi Meyers,NE,WR,2019,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Jalen Guyton,LAC,WR,2019,1,32,34,35,71,264,65,91.5%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,-4,0,0.0%,-4.0,-,-,-,-,0,1,3,9.4%,0,33%,35,1.4,49,49.0,16.3,40.3,0,0.0%,1.44,121,45.8%,0.46,0.40,5,4,45,0,0.63,5.5,-0.1,61
Jalen Reagor,PHI,WR,2020,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,3,0,0,-,0.0,0.0,-
Jalen Richard,LV,RB,2016,1,30,31,44,70,271,14,20.0%,13.6%,8.5,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,4,0,0.0%,4.0,0,0,0.0%,0,0,4,5,16.7%,0,80%,9,2.9,26,6.5,5.2,0.4,0,0.0%,0.84,2,0.7%,0.26,13.00,26,6,30,0,0.43,7.0,-0.9,36
Jamaal Williams,GB,RB,2017,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,3,0,0,-,0.0,0.0,-
James Conner,PIT,RB,2017,1,34,34,33,75,196,47,62.7%,54.5%,13.5,0,0,0,0,0,-,-,-,-,-,-,-,-,-,15,44,1,6.7%,2.9,3,1,16.7%,2,0,3,3,8.8%,0,100%,21,0.9,19,6.3,6.3,-1.3,0,0.0%,0.56,-4,-2.0%,0.12,-4.75,23,15,63,1,0.84,15.3,-2.1,20
James O'Shaughnessy,JAC,TE,2015,1,44,49,26,75,295,33,44.0%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,3,3,6.8%,0,100%,13,1.5,20,6.7,6.7,2.3,0,0.0%,0.41,7,2.4%,0.12,2.86,13,8,20,0,0.27,5.0,0.2,18
James Robinson,JAC,RB,2020,1,44,49,26,75,295,43,57.3%,76.9%,18.7,0,0,0,0,0,-,-,-,-,-,-,-,-,-,13,48,0,0.0%,3.7,4,0,22.2%,0,1,5,7,15.9%,0,71%,19,1.2,22,4.4,3.1,-3.3,0,0.0%,0.45,-23,-7.8%,0.18,-0.96,37,15,70,0,0.93,10.0,-4.1,28
James Washington,PIT,WR,2018,1,34,34,33,75,196,53,70.7%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,3,4,11.8%,0,75%,31,0.8,25,8.3,6.3,0.8,0,0.0%,0.74,3,1.5%,0.19,8.33,23,0,25,0,0.33,5.5,-0.4,62
James White,NE,RB,2014,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Jamison Crowder,NYJ,WR,2015,1,31,33,25,69,322,52,75.4%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,8,10,32.3%,1,80%,34,3.4,116,14.5,11.6,7.2,1,12.5%,3.52,72,22.4%,0.64,1.61,62,4,116,1,1.68,25.6,10.1,6
