Player,Team,POS,Draft Year,GP,TM TAR,TM PA ATT,TM OPP,TM Snaps,TM Air YDs,Snaps,Snap %,OPP Share,Pass Comp,Pass ATT,Pass Yards,Pass TDs,Pass INT,Comp %,TD Rate,Yards/ ATT,AY/A,Passing Air Yards,Completed Air Yards,aDOT,QB Rating,CPOE,Rush ATT,Rush Yards,Rush TDs,TD Rate,Evaded Tackles,Big Runs,Juke Rate,GL ATT,FUM,REC,Targets,Target Share,RZ Targets,Catch Rate,Routes,Yards/ Route,REC Yards,Yards/ Target,Air Yards/ Target,REC TDs,TD Rate,YDs/TM Pass ATT,Air Yards,Air Yards MS,WOPR,RACR,YAC,Fantasy Points,FPOE,PPR Rank
Rex Burkhead,NE,RB,2013,1,28,28,42,69,129,32,46.4%,38.1%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,6,49,2,33.3%,6,1,46.2%,1,0,7,10,35.7%,3,70%,18,2.7,49,4.9,0.1,1,14.3%,1.75,1,0.8%,0.54,49.00,63,34.8,15.9,2
Rob Gronkowski,TB,TE,2010,1,36,38,30,68,315,63,92.6%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,6,7,19.4%,1,86%,24,2.0,48,6.9,5.9,0,0.0%,1.26,41,13.0%,0.38,1.17,28,10.8,-0.3,9
Robby Anderson,CAR,WR,2016,1,28,28,28,51,138,40,78.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,6,21.4%,1,83%,28,2.0,55,9.2,4.0,0,0.0%,1.96,24,17.4%,0.44,2.29,33,10.5,0.1,43
Robert Tonyan,GB,TE,2017,1,30,32,31,62,288,39,62.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,5,16.7%,-,100%,#N/A,-,50,10.0,2.4,1,20.0%,1.56,12,4.2%,0.28,4.17,38,16.0,5.7,3
Robert Woods,LAR,WR,2013,1,31,32,35,69,191,67,97.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,30,0,0.0%,-,-,-,-,0,5,6,19.4%,0,83%,33,2.2,74,12.3,2.7,1,20.0%,2.31,16,8.4%,0.35,4.63,58,21.4,9.6,11
Ronald Jones,TB,RB,2018,1,36,38,30,68,315,35,51.5%,56.7%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,13,53,0,0.0%,4,0,26.7%,0,0,2,4,11.1%,2,50%,18,1.1,20,5.0,3.3,0,0.0%,0.53,13,4.1%,0.20,1.54,10,9.3,-4.5,31
Royce Freeman,DEN,RB,2018,1,38,39,19,63,262,24,38.1%,21.1%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,4,0,0.0%,0,0,0.0%,0,0,2,2,5.3%,1,100%,6,5.2,31,15.5,4.5,0,0.0%,0.79,9,3.4%,0.10,3.44,22,5.5,1.5,47
Russell Gage,ATL,WR,2018,1,38,38,31,68,423,12,17.6%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,3,7.9%,1,67%,8,3.3,26,8.7,8.0,0,0.0%,0.68,24,5.7%,0.16,1.08,8,4.6,-0.7,75
Russell Wilson,SEA,QB,2012,1,38,40,25,76,394,76,100.0%,-,27,40,315,5,0,67.5%,12.5%,7.9,10.4,394,241,9.9,93.6,6.20,6,22,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,36.8,15.2,1
Ryan Fitzpatrick,MIA,QB,2005,1,20,20,34,61,159,61,100.0%,-,18,20,160,2,0,90.0%,10.0%,8.0,10.0,159,114,8.0,133.3,20.70,7,38,1,14.3%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,24.2,10.3,6
Ryan Izzo,NE,TE,2018,1,28,28,42,69,129,43,62.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,1,3.6%,1,0%,11,0.0,0,0.0,5.0,0,-,0.00,5,3.9%,0.08,0.00,0,0.0,-3.2,44
Ryan Tannehill,TEN,QB,2012,1,33,37,38,75,363,5,6.7%,-,23,37,321,0,1,62.2%,0.0%,8.7,7.5,363,233,9.8,78.8,3.70,4,9,0,0.0%,-,-,-,-,0,1,1,3.0%,-,100%,-,-,0,0.0,-,0,0.0%,0.00,-,-,-,-,-,12.7,-2.9,23
Sam Darnold,NYJ,QB,2018,1,26,29,32,64,182,64,100.0%,-,17,29,168,1,3,58.6%,3.4%,5.8,1.8,182,46,6.3,47.0,-4.00,5,20,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,6.7,-5.0,33
Sammy Watkins,KC,WR,2014,1,41,42,38,75,246,65,86.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,7,8,19.5%,1,88%,39,1.6,62,7.8,7.0,0,0.0%,1.48,56,22.8%,0.45,1.11,10,13.2,0.5,33
Saquon Barkley,NYG,RB,2018,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Scott Miller,TB,WR,2019,1,36,38,30,68,315,29,42.6%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,5,13.9%,0,60%,20,4.2,83,16.6,27.0,0,0.0%,2.18,135,42.9%,0.51,0.61,9,11.3,4.3,41
Sony Michel,NE,RB,2018,1,28,28,42,69,129,26,37.7%,26.2%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,9,117,0,0.0%,7,2,63.6%,0,0,2,2,7.1%,0,100%,8,2.9,23,11.5,-0.5,0,0.0%,0.82,-1,-0.8%,0.10,-23.00,24,16.0,9.1,17
Stefon Diggs,BUF,WR,2015,1,32,33,22,62,307,61,98.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,6,18.8%,2,67%,33,1.5,49,8.2,7.0,1,25.0%,1.48,42,13.7%,0.38,1.17,11,14.9,2.6,30
Sterling Shepard,NYG,WR,2016,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Steven Sims,WAS,WR,2019,1,36,37,27,65,243,1,1.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,0.0%,0,-,14,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.0,0.0,110
Tarik Cohen,CHI,RB,2017,1,49,51,30,82,560,26,31.7%,26.7%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,21,0,0.0%,1,1,20.0%,0,0,3,6,12.2%,1,50%,22,0.9,20,3.3,4.0,0,0.0%,0.39,24,4.3%,0.21,0.83,31,7.1,-2.4,43
Taysom Hill,NO,QB,2017,1,35,36,33,61,152,13,21.3%,-,0,0,0,0,0,-,-,-,-,0,0,-,-,-,2,6,0,0.0%,-,-,-,-,1,1,1,2.9%,-,100%,-,-,1,1.0,-,0,0.0%,0.03,-,-,-,-,-,-0.3,-0.4,34
Teddy Bridgewater,CAR,QB,2014,1,28,28,28,51,138,51,100.0%,-,22,28,235,1,0,78.6%,3.6%,8.4,9.1,138,99,4.9,113.5,3.20,2,12,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,14.6,0.8,20
Tee Higgins,CIN,WR,2020,1,42,44,23,72,395,57,79.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,9,21.4%,-,56%,#N/A,-,40,4.4,16.7,2,40.0%,0.91,150,38.0%,0.59,0.27,6,21.0,4.0,14
Terry McLaurin,WAS,WR,2019,1,36,37,27,65,243,64,98.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,3,0,0.0%,-,-,-,-,0,4,8,22.2%,2,50%,37,2.2,83,10.4,10.3,0,0.0%,2.24,82,33.7%,0.57,1.01,63,12.6,-1.1,35
Tevin Coleman,SF,RB,2015,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Tim Patrick,DEN,WR,2017,1,38,39,19,63,262,53,84.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,4,10.5%,1,100%,36,1.2,43,10.8,8.8,1,25.0%,1.10,35,13.4%,0.25,1.23,8,14.3,7.0,31
TJ Hockenson,DET,TE,2019,1,31,31,31,67,220,55,82.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,7,22.6%,1,57%,31,1.7,53,7.6,9.6,0,0.0%,1.71,67,30.5%,0.55,0.79,18,9.3,-2.4,12
Todd Gurley,ATL,RB,2015,1,38,38,31,68,423,35,51.5%,51.6%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,14,80,1,7.1%,2,2,13.3%,1,0,1,2,5.3%,0,50%,13,0.2,2,1.0,-3.5,0,0.0%,0.05,-7,-1.7%,0.07,-0.29,1,15.2,2.3,18
Tom Brady,TB,QB,2000,1,36,38,30,68,315,68,100.0%,-,25,38,297,3,0,65.8%,7.9%,7.8,9.4,315,190,8.3,115.8,5.40,5,0,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,23.9,3.2,7
Tony Pollard,DAL,RB,2019,1,56,57,28,82,454,6,7.3%,3.6%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,0.0%,0,0,1,1,1.8%,0,100%,46,-0.1,-5,-5.0,-3.0,0,0.0%,-0.09,-3,-0.7%,0.02,1.67,-2,0.5,-0.9,73
Travis Homer,SEA,RB,2019,1,38,40,25,76,394,16,21.1%,12.0%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,19,0,0.0%,1,0,50.0%,0,0,0,1,2.6%,0,0%,11,0.0,0,0.0,4.0,0,-,0.00,4,1.0%,0.05,0.00,0,1.9,-0.8,65
Travis Kelce,KC,TE,2013,1,41,42,38,75,246,61,81.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,6,7,17.1%,0,86%,39,2.2,87,12.4,6.3,0,0.0%,2.07,44,17.9%,0.38,1.98,49,14.7,5.1,4
Tre'Quan Smith,NO,WR,2018,1,35,36,33,61,152,61,100.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,6,17.1%,1,67%,37,1.1,42,7.0,6.7,0,0.0%,1.17,40,26.3%,0.44,1.05,10,8.2,-2.0,56
Trent Taylor,SF,WR,2017,1,35,36,40,77,262,30,39.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,1,2.9%,0,100%,17,1.2,20,20.0,5.0,0,0.0%,0.56,5,1.9%,0.06,4.00,15,3.0,1.7,83
TY Hilton,IND,WR,2012,1,25,25,36,60,136,31,51.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,3,12.0%,0,100%,15,3.5,52,17.3,12.3,0,0.0%,2.08,37,27.2%,0.37,1.41,15,8.2,4.0,57
Ty Montgomery,NO,RB,2015,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Tyler Boyd,CIN,WR,2016,1,42,44,23,72,395,54,75.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,10,13,31.0%,0,77%,42,3.0,125,9.6,10.5,0,0.0%,2.84,137,34.7%,0.71,0.91,23,22.5,2.0,10
Tyler Eifert,JAC,TE,2013,1,41,42,26,66,313,40,60.6%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,3,7.3%,1,67%,27,0.4,11,3.7,6.0,0,0.0%,0.26,18,5.8%,0.15,0.61,1,3.1,-0.6,33
Tyler Ervin,GB,RB,2016,1,30,32,31,62,288,23,37.1%,9.7%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,5,0,0.0%,0,0,0.0%,0,0,2,2,6.7%,1,100%,12,0.7,8,4.0,-4.0,0,0.0%,0.25,-8,-2.8%,0.08,-1.00,16,3.3,0.0,56
Tyler Higbee,LAR,TE,2016,1,31,32,35,69,191,50,72.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,2,6.5%,0,100%,14,2.9,40,20.0,10.5,0,0.0%,1.25,21,11.0%,0.17,1.90,19,8.0,3.6,17
Tyler Lockett,SEA,WR,2015,1,38,40,25,76,394,74,97.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,9,13,34.2%,3,69%,48,2.1,100,7.7,9.9,3,33.3%,2.50,129,32.7%,0.74,0.78,4,37.0,13.0,1
Tyreek Hill,KC,WR,2016,1,41,42,38,75,246,60,80.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,25,0,0.0%,-,-,-,-,0,5,6,14.6%,2,83%,37,2.1,77,12.8,15.0,1,20.0%,1.83,90,36.6%,0.48,0.86,25,21.2,9.2,12
Tyrod Taylor,LAC,QB,2011,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,0,0,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,0,-,-,-,-,-,-,-,0.0,0.0,-
Van Jefferson,LAR,WR,2020,1,31,32,35,69,191,8,11.6%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,1,3.2%,0,0%,5,0.0,0,0.0,10.0,0,-,0.00,10,5.2%,0.09,0.00,0,0.0,-1.7,111
Will Dissly,SEA,TE,2018,1,38,40,25,76,394,30,39.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,2,5.3%,0,100%,7,0.7,5,2.5,1.5,0,0.0%,0.13,3,0.8%,0.08,1.67,2,2.5,-0.5,35
Will Fuller,HOU,WR,2016,1,27,27,17,47,291,44,93.6%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,5,18.5%,2,80%,32,1.7,54,10.8,11.8,1,25.0%,2.00,59,20.3%,0.42,0.92,7,15.4,6.7,29
Willie Snead,BAL,WR,2014,1,27,28,17,56,260,47,83.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,0.0%,1,-,24,0.2,4,-,-,0,-,0.14,4,1.5%,0.01,1.00,0,0.4,-1.3,-
Zach Ertz,PHI,TE,2013,1,44,47,34,91,356,84,92.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,7,10,22.7%,1,70%,53,1.3,70,7.0,11.1,0,0.0%,1.49,111,31.2%,0.56,0.63,8,14.0,-0.6,6
Zach Pascal,IND,WR,2017,1,25,25,36,60,136,56,93.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,4,16.0%,0,50%,24,1.4,34,8.5,14.5,0,0.0%,1.36,58,42.6%,0.54,0.59,1,5.4,-0.7,71
Zack Moss,BUF,RB,2020,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
