Player,Team,POS,Draft Year,GP,TM TAR,TM PA ATT,TM OPP,TM Snaps,TM Air YDs,Snaps,Snap %,OPP Share,Pass Comp,Pass ATT,Pass Yards,Pass TDs,Pass INT,Comp %,TD Rate,Yards/ ATT,AY/A,Passing Air Yards,Completed Air Yards,aDOT,QB Rating,CPOE,Rush ATT,Rush Yards,Rush TDs,TD Rate,Evaded Tackles,Big Runs,Juke Rate,GL ATT,FUM,REC,Targets,Target Share,RZ Targets,Catch Rate,Routes,Yards/ Route,REC Yards,Yards/ Target,Air Yards/ Target,REC TDs,TD Rate,YDs/TM Pass ATT,Air Yards,Air Yards MS,WOPR,RACR,YAC,Fantasy Points,FPOE,PPR Rank
Dawson Knox,BUF,TE,2019,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
DeAndre Hopkins,ARI,WR,2013,1,33,35,25,65,332,61,93.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,10,12,36.4%,2,83%,35,3.9,137,11.4,8.6,0,0.0%,3.91,103,31.0%,0.76,1.33,60,23.7,3.3,9
Demarcus Robinson,KC,WR,2016,1,41,42,38,75,246,41,54.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,1,2.4%,0,0%,25,0.0,0,0.0,20.0,0,-,0.00,20,8.1%,0.09,0.00,0,0.0,-1.8,-
Deonte Harris,NO,WR,2019,1,35,36,33,61,152,22,36.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,3,8.6%,0,67%,15,0.3,5,1.7,4.3,0,0.0%,0.14,13,8.6%,0.19,0.38,0,2.5,-1.9,87
Derek Carr,LV,QB,2014,1,32,32,27,59,247,59,100.0%,-,24,32,261,2,0,75.0%,6.3%,8.2,9.4,247,146,7.7,119.4,9.90,2,10,0,0.0%,-,-,-,-,2,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,15.4,2.1,19
Derrick Henry,TEN,RB,2016,1,33,37,38,75,363,56,74.7%,76.3%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,26,119,2,7.7%,13,1,46.4%,3,0,2,3,9.1%,0,67%,21,0.5,11,3.7,5.0,0,0.0%,0.30,15,4.1%,0.17,0.73,1,27.0,1.0,5
DeSean Jackson,PHI,WR,2008,1,44,47,34,91,356,28,30.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,4,9.1%,0,50%,19,0.6,11,2.8,16.0,0,0.0%,0.23,64,18.0%,0.26,0.17,6,3.1,-3.2,82
Deshaun Watson,HOU,QB,2017,1,27,27,17,47,291,47,100.0%,-,19,27,264,2,1,70.4%,7.4%,9.8,9.6,291,188,10.8,110.7,11.00,0,0,0,-,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,16.6,7.3,18
Devante Parker,MIA,WR,2015,1,20,20,34,61,159,56,91.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,5,25.0%,0,100%,25,2.8,69,13.8,11.8,0,0.0%,3.45,59,37.1%,0.63,1.17,10,11.9,4.1,39
Devin Duvernay,BAL,WR,2020,1,27,28,17,56,260,7,12.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,3,11.1%,1,67%,3,2.3,7,2.3,-0.7,0,0.0%,0.25,-2,-0.8%,0.16,-3.50,13,8.7,3.7,47
Devin Singletary,BUF,RB,2019,1,32,33,22,62,307,55,88.7%,81.8%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,13,71,0,0.0%,6,2,35.3%,2,0,4,5,15.6%,1,80%,30,1.7,50,10.0,4.6,0,0.0%,1.52,23,7.5%,0.29,2.17,50,16.1,-3.8,16
Devontae Booker,LV,RB,2016,1,32,32,27,59,247,4,6.8%,11.1%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,31,0,0.0%,1,1,33.3%,0,0,0,0,0.0%,0,-,0,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,3.1,1.7,57
Dion Lewis,NYG,RB,2011,1,31,32,16,52,284,20,38.5%,25.0%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,0,0,0.0%,2,0,100.0%,0,0,1,3,9.7%,0,33%,14,0.7,10,3.3,2.0,0,0.0%,0.31,6,2.1%,0.16,1.67,5,2.0,-2.6,63
Diontae Johnson,PIT,WR,2019,1,35,36,40,80,323,19,23.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,9,0,0.0%,-,-,-,-,0,0,2,5.7%,0,0%,10,0.0,0,0.0,34.5,0,-,0.00,69,21.4%,0.24,0.00,0,0.9,-2.6,99
DJ Chark,JAC,WR,2018,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
DJ Moore,CAR,WR,2018,1,28,28,28,51,138,45,88.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,4,14.3%,0,50%,28,2.3,65,16.3,19.8,0,0.0%,2.32,79,57.2%,0.62,0.82,4,8.5,2.4,52
DK Metcalf,SEA,WR,2019,1,38,40,25,76,394,73,96.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,1,4,8,21.1%,0,50%,46,2.4,110,13.8,21.3,1,25.0%,2.75,170,43.1%,0.62,0.65,12,19.0,8.0,19
Dontrelle Inman,WAS,WR,2011,1,36,37,27,65,243,45,69.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,6,16.7%,2,50%,40,1.0,38,6.3,10.0,2,66.7%,1.03,60,24.7%,0.42,0.63,0,18.8,8.7,20
Drew Brees,NO,QB,2001,1,35,36,33,61,152,59,96.7%,-,29,36,288,3,0,80.6%,8.3%,8.0,9.7,152,125,4.2,127.8,5.90,0,0,0,-,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,23.5,10.3,8
Drew Lock,DEN,QB,2019,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,0,0,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,0,-,-,-,-,-,-,-,0.0,0.0,-
Drew Sample,CIN,TE,2019,1,42,44,23,72,395,64,88.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,1,2.4%,0,100%,33,0.0,1,1.0,-1.0,0,0.0%,0.02,-1,-0.3%,0.03,-1.00,2,1.1,-0.3,39
Duke Johnson,HOU,RB,2015,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Dwayne Haskins,WAS,QB,2019,1,36,37,27,65,243,65,100.0%,-,21,37,224,2,3,56.8%,5.4%,6.1,3.5,243,97,6.6,58.8,-0.40,2,2,0,0.0%,-,-,-,-,1,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,9.2,-5.0,29
Emmanuel Sanders,NO,WR,2010,1,35,36,33,61,152,48,78.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,5,14.3%,1,80%,33,1.7,56,11.2,12.2,1,25.0%,1.56,61,40.1%,0.50,0.92,2,15.6,6.7,28
Eric Ebron,PIT,TE,2014,1,35,36,40,80,323,60,75.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,7,20.0%,1,71%,31,1.7,52,7.4,8.3,1,20.0%,1.44,58,18.0%,0.43,0.90,8,16.2,5.3,2
Evan Engram,NYG,TE,2017,1,31,32,16,52,284,44,84.6%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,5,16.1%,0,60%,29,0.8,22,4.4,6.4,0,0.0%,0.69,32,11.3%,0.32,0.69,12,5.2,-1.4,26
Ezekiel Elliott,DAL,RB,2016,1,56,57,28,82,454,80,97.6%,92.9%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,14,34,1,7.1%,6,0,30.0%,2,0,6,12,21.4%,0,50%,41,0.6,24,2.0,-3.1,0,0.0%,0.42,-37,-8.1%,0.26,-0.65,34,17.8,-11.7,13
Frank Gore,NYJ,RB,2005,1,26,29,32,64,182,26,40.6%,50.0%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,15,57,0,0.0%,2,0,12.5%,0,0,1,1,3.8%,0,100%,10,0.5,5,5.0,3.0,0,0.0%,0.17,3,1.6%,0.07,1.67,2,7.2,-1.4,41
Gabriel Davis,BUF,WR,2020,1,32,33,22,62,307,46,74.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,4,12.5%,0,100%,27,3.0,81,20.3,15.3,0,0.0%,2.45,61,19.9%,0.33,1.33,20,12.1,6.4,37
Gardner Minshew,JAC,QB,2019,1,41,42,26,66,313,66,100.0%,-,30,42,275,0,1,71.4%,0.0%,6.5,5.5,313,114,7.5,79.0,6.10,3,22,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,11.2,-6.7,26
George Kittle,SF,TE,2017,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Gerald Everett,LAR,TE,2017,1,31,32,35,69,191,28,40.6%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,2,6.5%,0,100%,12,2.8,34,17.0,10.5,0,0.0%,1.06,21,11.0%,0.17,1.62,13,5.4,2.1,25
Giovani Bernard,CIN,RB,2013,1,42,44,23,72,395,18,25.0%,13.0%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,0.0%,0,0,3,3,7.1%,2,100%,16,3.4,55,18.3,0.3,0,0.0%,1.25,1,0.3%,0.11,55.00,54,8.5,3.2,34
Golden Tate,NYG,WR,2010,1,31,32,16,52,284,48,92.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,7,22.6%,0,71%,31,1.2,36,5.1,6.0,0,0.0%,1.13,42,14.8%,0.44,0.86,3,8.6,-1.5,50
Greg Olsen,SEA,TE,2007,1,38,40,25,76,394,48,63.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,6,15.8%,1,83%,34,1.8,61,10.2,8.8,0,0.0%,1.53,53,13.5%,0.33,1.15,9,11.1,0.5,7
Greg Ward,PHI,WR,2017,1,44,47,34,91,356,76,83.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,-6,0,0.0%,-,-,-,-,0,8,11,25.0%,2,73%,46,1.6,72,6.5,5.5,1,12.5%,1.53,60,16.9%,0.49,1.20,37,20.6,1.2,15
Gus Edwards,BAL,RB,2018,1,27,28,17,56,260,13,23.2%,23.5%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,4,39,0,0.0%,3,1,75.0%,0,0,0,0,0.0%,0,-,1,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,3.9,2.1,54
Harrison Bryant,CLE,TE,2020,1,22,23,39,63,189,40,63.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,2,9.1%,1,50%,10,0.3,3,1.5,4.0,1,100.0%,0.13,8,4.2%,0.17,0.38,0,7.3,3.0,19
Hayden Hurst,ATL,TE,2018,1,38,38,31,68,423,43,63.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,3,7.9%,1,33%,25,0.0,1,0.3,3.7,1,100.0%,0.03,11,2.6%,0.14,0.09,0,7.1,0.5,20
Henry Ruggs,LV,WR,2020,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Hunter Henry,LAC,TE,2016,1,48,49,33,78,296,69,88.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,7,14.6%,0,71%,44,1.1,50,7.1,6.9,0,0.0%,1.02,48,16.2%,0.33,1.04,14,10.0,-0.1,10
Hunter Renfrow,LV,WR,2019,1,32,32,27,59,247,39,66.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,6,9,28.1%,2,67%,27,3.1,84,9.3,12.4,1,16.7%,2.63,112,45.3%,0.74,0.75,41,20.4,4.3,16
Ian Thomas,CAR,TE,2018,1,28,28,28,51,138,35,68.6%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,2,7.1%,0,50%,25,0.4,9,4.5,2.5,0,0.0%,0.32,5,3.6%,0.13,1.80,3,1.9,-0.5,37
Irv Smith,MIN,TE,2019,1,25,27,37,65,237,36,55.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,0.0%,0,-,17,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.0,0.0,42
Isaiah Ford,MIA,WR,2017,1,20,20,34,61,159,27,44.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,2,10.0%,0,100%,14,1.0,14,7.0,6.5,0,0.0%,0.70,13,8.2%,0.21,1.08,1,3.4,0.6,80
Isaiah McKenzie,BUF,WR,2017,1,32,33,22,62,307,17,27.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,4,0,0.0%,-,-,-,-,0,1,2,6.3%,1,50%,9,0.7,6,3.0,-2.0,0,0.0%,0.18,-4,-1.3%,0.08,-1.50,10,2.0,-2.3,89
Isaiah Wright,WAS,WR,2020,1,36,37,27,65,243,29,44.6%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,6,0,0.0%,-,-,-,-,0,4,6,16.7%,-,67%,#N/A,-,24,4.0,5.3,0,0.0%,0.65,32,13.2%,0.34,0.75,26,7.0,-3.2,62
Ito Smith,ATL,RB,2018,1,38,38,31,68,423,6,8.8%,6.5%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,-,0,0,0,2,5.3%,0,0%,6,0.0,0,0.0,1.0,0,-,0.00,2,0.5%,0.08,0.00,0,0.0,-2.8,76
Jace Sternberger,GB,TE,2019,1,30,32,31,62,288,20,32.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,3,10.0%,0,100%,8,4.5,36,12.0,6.0,0,0.0%,1.13,18,6.3%,0.19,2.00,18,6.6,2.3,22
Jack Doyle,IND,TE,2013,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Jacob Hollister,SEA,TE,2017,1,38,40,25,76,394,11,14.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,2,5.3%,1,50%,5,0.2,1,0.5,10.5,1,100.0%,0.03,21,5.3%,0.12,0.05,0,9.1,2.5,13
Jakeem Grant,MIA,WR,2016,1,20,20,34,61,159,8,13.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,29,0,0.0%,-,-,-,-,0,1,1,5.0%,0,100%,2,9.5,19,19.0,14.0,0,0.0%,0.95,14,8.8%,0.14,1.36,5,5.8,3.2,66
Jakobi Meyers,NE,WR,2019,1,28,28,42,69,129,7,10.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,0.0%,-,-,#N/A,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.0,0.0,103
Jalen Guyton,LAC,WR,2019,1,48,49,33,78,296,63,80.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,3,6.3%,0,67%,44,0.5,23,7.7,20.0,0,0.0%,0.47,60,20.3%,0.24,0.38,2,4.3,-0.2,76
Jalen Reagor,PHI,WR,2020,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Jalen Richard,LV,RB,2016,1,32,32,27,59,247,20,33.9%,14.8%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,14,0,0.0%,1,0,25.0%,0,0,3,3,9.4%,2,100%,17,0.5,8,2.7,1.7,0,0.0%,0.25,5,2.0%,0.15,1.60,3,5.2,0.3,49
Jamaal Williams,GB,RB,2017,1,30,32,31,62,288,19,30.6%,22.6%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,6,14,0,0.0%,1,0,14.3%,2,0,1,1,3.3%,0,100%,10,0.3,3,3.0,0.0,0,0.0%,0.09,0,0.0%,0.05,-,3,2.7,-6.2,61
James Conner,PIT,RB,2017,1,35,36,40,80,323,53,66.3%,57.5%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,18,109,1,5.6%,5,1,22.7%,0,0,4,5,14.3%,2,80%,21,1.9,40,8.0,3.4,0,0.0%,1.11,17,5.3%,0.25,2.35,35,24.9,6.6,7
James O'Shaughnessy,JAC,TE,2015,1,41,42,26,66,313,27,40.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,4,9.8%,0,75%,18,1.6,29,7.3,5.8,0,0.0%,0.69,23,7.3%,0.20,1.26,9,5.9,-0.3,23
James Robinson,JAC,RB,2020,1,41,42,26,66,313,30,45.5%,65.4%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,11,46,2,18.2%,5,0,29.4%,1,0,6,6,14.6%,0,100%,15,5.5,83,13.8,1.2,0,0.0%,1.98,7,2.2%,0.24,11.86,76,30.9,14.9,4
James Washington,PIT,WR,2018,1,35,36,40,80,323,49,61.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,7,20.0%,1,71%,27,1.3,36,5.1,9.7,0,0.0%,1.00,68,21.1%,0.45,0.53,9,8.6,-4.2,51
James White,NE,RB,2014,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Jamison Crowder,NYJ,WR,2015,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Jared Cook,NO,TE,2009,1,35,36,33,61,152,21,34.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,3,8.6%,1,67%,17,1.2,21,7.0,10.3,0,0.0%,0.58,31,20.4%,0.27,0.68,0,4.1,-1.6,31
Jared Goff,LAR,QB,2016,1,31,32,35,69,191,69,100.0%,-,23,32,321,2,1,71.9%,6.3%,10.0,9.9,191,173,6.0,111.6,6.20,2,4,1,50.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,27.2,11.8,4
Jarvis Landry,CLE,WR,2014,1,22,23,39,63,189,45,71.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,4,18.2%,0,100%,20,1.8,36,9.0,5.8,0,0.0%,1.57,23,12.2%,0.36,1.57,13,7.6,1.4,61
Jason Huntley,PHI,RB,2020,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Jason Witten,LV,TE,2003,1,32,32,27,59,247,15,25.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,0.0%,0,-,0,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.0,0.0,43
Jaylen Samuels,PIT,RB,2018,1,35,36,40,80,323,6,7.5%,2.5%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,1,0,0.0%,0,0,0.0%,0,0,0,0,0.0%,0,-,1,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.1,-0.3,75
JD McKissic,WAS,RB,2016,1,36,37,27,65,243,34,52.3%,33.3%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,5,15,0,0.0%,16,0,200.0%,0,0,3,4,11.1%,0,75%,56,0.7,37,9.3,0.5,0,0.0%,1.00,2,0.8%,0.17,18.50,33,8.2,-1.7,37
Jeff Driskel,DEN,QB,2016,1,38,39,19,63,262,50,79.4%,-,17,30,176,1,1,56.7%,3.3%,5.9,5.0,218,106,7.3,71.0,-9.80,3,14,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,10.4,-1.7,28
Jeffrey Wilson,SF,RB,2018,1,35,36,40,77,262,23,29.9%,37.5%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,12,15,1,8.3%,-,-,-,-,0,3,3,8.6%,-,100%,#N/A,-,54,18.0,0.0,1,33.3%,1.50,0,0.0%,0.13,-,0,21.9,0.0,10
Jeremy McNichols,TEN,RB,2017,1,33,37,38,75,363,9,12.0%,2.6%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,0.0%,0,0,1,1,3.0%,1,100%,4,1.3,5,5.0,3.0,0,0.0%,0.14,3,0.8%,0.05,1.67,2,1.5,-0.1,67
Jerick McKinnon,SF,RB,2014,1,35,36,40,77,262,48,62.3%,45.0%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,14,38,1,7.1%,3,0,17.6%,0,0,3,4,11.4%,1,75%,24,1.6,39,9.8,6.5,0,0.0%,1.08,26,9.9%,0.24,1.50,6,16.7,3.9,14
Jerry Jeudy,DEN,WR,2020,1,38,39,19,63,262,46,73.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,8,21.1%,1,63%,31,1.8,55,6.9,10.3,0,0.0%,1.41,82,31.3%,0.53,0.67,24,10.5,-2.7,42
Jimmy Garoppolo,SF,QB,2014,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,0,0,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,0,-,-,-,-,-,-,-,0.0,0.0,-
Jimmy Graham,CHI,TE,2010,1,49,51,30,82,560,55,67.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,6,10,20.4%,4,60%,42,1.4,60,6.0,6.3,2,33.3%,1.18,63,11.3%,0.38,0.95,25,24.0,3.1,1
JJ Arcega-Whiteside,PHI,WR,2019,1,44,47,34,91,356,18,19.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,0.0%,-,-,#N/A,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.0,0.0,104
JJ Taylor,NE,RB,2020,1,28,28,42,69,129,15,21.7%,28.6%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,11,43,0,0.0%,0,0,0.0%,0,0,0,1,3.6%,1,0%,1,0.0,0,0.0,-3.0,0,-,0.00,-3,-2.3%,0.04,0.00,0,4.3,-3.7,51
JK Dobbins,BAL,RB,2020,1,27,28,17,56,260,24,42.9%,29.4%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,6,0,0.0%,0,0,0.0%,0,0,4,4,14.8%,0,100%,17,2.2,38,9.5,5.0,0,0.0%,1.36,20,7.7%,0.28,1.90,18,8.4,2.0,36
Joe Burrow,CIN,QB,2020,1,42,44,23,72,395,71,98.6%,-,31,44,312,2,0,70.5%,4.5%,7.1,8.0,395,189,9.0,105.5,12.40,1,-1,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,20.4,1.8,11
Joe Mixon,CIN,RB,2017,1,42,44,23,72,395,52,72.2%,87.0%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,17,49,0,0.0%,4,0,21.1%,1,0,2,3,7.1%,0,67%,28,0.6,16,5.3,-3.0,0,0.0%,0.36,-9,-2.3%,0.09,-1.78,25,8.5,-6.1,35
Joe Reed,LAC,WR,2020,1,48,49,33,78,296,6,7.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,0.0%,0,-,6,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.0,0.0,105
John Brown,BUF,WR,2014,1,32,33,22,62,307,29,46.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,2,6.3%,0,0%,13,0.0,0,0.0,32.5,0,-,0.00,65,21.2%,0.24,0.00,0,0.0,-3.3,106
John Hightower,PHI,WR,2020,1,44,47,34,91,356,78,85.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,3,6.8%,0,67%,50,0.4,19,6.3,8.3,0,0.0%,0.40,25,7.0%,0.15,0.76,13,3.9,-1.2,79
John Ross,CIN,WR,2017,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Jonathan Taylor,IND,RB,2020,1,25,25,36,60,136,24,40.0%,38.9%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,13,59,1,7.7%,4,1,28.6%,1,0,1,1,4.0%,0,100%,10,0.3,3,3.0,0.0,0,0.0%,0.12,0,0.0%,0.06,-,3,13.2,2.1,23
Jonnu Smith,TEN,TE,2017,1,33,37,38,75,363,66,88.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,8,24.2%,1,63%,25,2.4,61,7.6,10.8,0,0.0%,1.65,86,23.7%,0.53,0.71,14,11.1,-2.9,8
Jordan Akins,HOU,TE,2018,1,27,27,17,47,291,32,68.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,3,11.1%,0,67%,26,1.1,28,9.3,6.0,0,0.0%,1.04,18,6.2%,0.21,1.56,15,4.8,0.1,29
Jordan Howard,MIA,RB,2016,1,20,20,34,61,159,4,6.6%,8.8%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,1,1,33.3%,0,0,0.0%,3,0,0,0,0.0%,0,-,1,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,6.1,-2.7,44
